id,userid,courseid,component,action,objectid,timecreated,_week
9375,1806,15,mod_quiz,attempt,8,1709617399,5
9376,1806,5,mod_assign,submit,3,1709863777,5
9377,1806,2,mod_assign,submit,9,1709874351,5
9378,1806,4,mod_page,view,60,1709636115,5
9379,1806,5,mod_bigbluebuttonbn,view,74,1709897173,5
9380,1806,15,mod_lesson,view,224,1709726652,5
9381,1806,13,mod_page,view,194,1709884586,5
9382,1806,3,mod_book,view,36,1709782420,5
9383,1806,15,mod_lesson,view,213,1710045272,5
9384,1806,1,mod_quiz,attempt,1,1709713897,5
9385,1806,7,mod_folder,view,96,1710174413,5
9386,1806,10,mod_bigbluebuttonbn,view,144,1710093135,5
9387,1806,8,mod_assign,submit,12,1710043907,5
9388,1806,10,mod_lesson,view,148,1709608796,5
9389,1806,3,mod_url,view,41,1710183573,5
9390,1806,5,mod_quiz,attempt,3,1709936295,5
9391,1806,15,mod_quiz,attempt,8,1709994395,5
9392,1806,5,mod_bigbluebuttonbn,view,69,1709671257,5
9393,1806,10,mod_resource,view,139,1709856979,5
9394,1813,6,mod_resource,view,86,1709888674,5
9395,1813,5,mod_quiz,attempt,3,1709814710,5
9396,1813,9,mod_quiz,attempt,5,1709664350,5
9397,1813,7,mod_assign,submit,4,1709755172,5
9398,1813,2,mod_url,view,30,1710114019,5
9399,1813,6,mod_book,view,89,1709643234,5
9400,1829,2,mod_lesson,view,28,1709752056,5
9401,1829,2,mod_bigbluebuttonbn,view,29,1709584397,5
9402,1854,9,mod_book,view,127,1709687959,5
9403,1854,1,mod_quiz,attempt,1,1709860090,5
9404,1854,1,mod_lesson,view,11,1709647378,5
9405,1854,13,mod_assign,submit,7,1710015456,5
9406,1854,11,mod_quiz,attempt,6,1709609315,5
9407,1854,4,mod_lesson,view,53,1709600974,5
9408,1854,4,mod_assign,submit,10,1709587810,5
9409,1854,7,mod_url,view,104,1709887483,5
9410,1854,5,mod_bigbluebuttonbn,view,65,1710062342,5
9411,1854,5,mod_assign,submit,3,1709861356,5
9412,1854,5,mod_page,view,72,1709824241,5
9413,1867,5,mod_resource,view,68,1710064602,5
9414,1867,8,mod_assign,submit,12,1709915238,5
9415,1905,3,mod_bigbluebuttonbn,view,34,1709975829,5
9416,1905,15,mod_resource,view,223,1709610936,5
9417,1905,15,mod_quiz,attempt,8,1709792009,5
9418,1905,12,mod_assign,submit,14,1709869028,5
9419,1905,14,mod_url,view,201,1709793231,5
9420,1905,14,mod_resource,view,200,1709653566,5
9421,1905,1,mod_quiz,attempt,1,1710068266,5
9422,1905,12,mod_bigbluebuttonbn,view,172,1710122523,5
9423,1905,3,mod_page,view,40,1710081043,5
9424,1905,12,mod_bigbluebuttonbn,view,171,1710134656,5
9425,1905,10,mod_assign,submit,13,1709802434,5
9426,1905,5,mod_resource,view,68,1709819605,5
9427,1905,1,mod_lesson,view,8,1709808300,5
9428,1905,7,mod_folder,view,96,1709623600,5
9429,1905,12,mod_assign,submit,14,1710010169,5
9430,1905,7,mod_page,view,101,1709863601,5
9431,1905,6,mod_book,view,77,1709634760,5
9432,1905,10,mod_assign,submit,13,1709984376,5
9433,1905,3,mod_page,view,40,1709690115,5
9434,1905,12,mod_folder,view,169,1709793236,5
9435,1905,5,mod_url,view,70,1709582598,5
9436,1934,4,mod_book,view,50,1709945430,5
9437,1934,8,mod_lesson,view,108,1709654131,5
9438,1934,14,mod_assign,submit,15,1709785551,5
9439,1934,1,mod_quiz,attempt,1,1710176340,5
9440,1934,12,mod_book,view,180,1710024795,5
9441,1934,10,mod_assign,submit,13,1709622111,5
9442,1934,3,mod_book,view,36,1710032881,5
9443,1934,10,mod_lesson,view,148,1709984980,5
9444,1934,10,mod_lesson,view,136,1710070929,5
9445,1934,9,mod_assign,submit,5,1709955805,5
9446,1934,2,mod_lesson,view,17,1709719107,5
9447,1934,7,mod_assign,submit,4,1709774615,5
9448,1951,7,mod_lesson,view,93,1709939419,5
9449,1951,12,mod_folder,view,175,1709711506,5
9450,1951,11,mod_resource,view,152,1709810575,5
9451,1951,12,mod_bigbluebuttonbn,view,171,1709618760,5
9452,1951,1,mod_url,view,15,1709901543,5
9453,1951,1,mod_lesson,view,8,1710101703,5
9454,1954,13,mod_assign,submit,7,1709795964,5
9455,1954,2,mod_resource,view,25,1709777837,5
9456,1954,3,mod_bigbluebuttonbn,view,34,1709883450,5
9457,1961,13,mod_book,view,191,1709925201,5
9458,1961,10,mod_lesson,view,148,1710000455,5
9459,1961,13,mod_resource,view,184,1709983998,5
9460,1961,9,mod_quiz,attempt,5,1709817532,5
9461,1961,3,mod_quiz,attempt,2,1710014672,5
9462,1961,1,mod_book,view,7,1710129274,5
9463,1961,1,mod_book,view,7,1709920394,5
9464,1961,7,mod_quiz,attempt,4,1710172182,5
9465,1961,6,mod_book,view,77,1709701381,5
9466,1961,1,mod_page,view,4,1709748325,5
9467,1961,14,mod_book,view,203,1709679391,5
9468,1961,13,mod_resource,view,184,1709651104,5
9469,1961,11,mod_quiz,attempt,6,1709803241,5
9470,1961,3,mod_assign,submit,2,1710132794,5
9471,1961,7,mod_quiz,attempt,4,1709799350,5
9472,1961,3,mod_book,view,44,1709999984,5
9473,1961,7,mod_assign,submit,4,1709924710,5
9474,1961,14,mod_lesson,view,204,1709946788,5
9475,1961,13,mod_url,view,185,1710159268,5
9476,1961,2,mod_bigbluebuttonbn,view,29,1709932338,5
9477,1961,12,mod_assign,submit,14,1710050325,5
9478,1961,12,mod_folder,view,175,1709649923,5
9479,1961,2,mod_assign,submit,9,1710180151,5
9480,1965,1,mod_quiz,attempt,1,1709952878,5
9481,1965,11,mod_page,view,161,1710163503,5
9482,1965,15,mod_assign,submit,8,1710118807,5
9483,1965,15,mod_assign,submit,8,1710008403,5
9484,1965,8,mod_lesson,view,114,1710037015,5
9485,1965,7,mod_bigbluebuttonbn,view,98,1709867052,5
9486,1965,13,mod_resource,view,184,1710012949,5
9487,1965,13,mod_page,view,194,1710168349,5
9488,1965,1,mod_url,view,14,1710154469,5
9489,1965,6,mod_page,view,85,1710071999,5
9490,1965,10,mod_url,view,141,1709892478,5
9491,1965,14,mod_assign,submit,15,1709573726,5
9492,1965,8,mod_bigbluebuttonbn,view,119,1710115089,5
9493,1965,1,mod_quiz,attempt,1,1710118463,5
9494,1967,6,mod_book,view,79,1709625756,5
9495,1967,5,mod_assign,submit,3,1709666800,5
9496,1981,10,mod_lesson,view,148,1710095375,5
9497,1981,3,mod_quiz,attempt,2,1710074825,5
9498,1992,2,mod_book,view,19,1710137919,5
9499,1992,15,mod_lesson,view,224,1710022103,5
9500,1992,2,mod_book,view,26,1710144182,5
9501,1992,2,mod_resource,view,25,1709953592,5
9502,1992,10,mod_folder,view,143,1709910450,5
9503,1992,12,mod_url,view,168,1709797068,5
9504,1992,2,mod_lesson,view,17,1709720760,5
9505,1992,11,mod_quiz,attempt,6,1710152363,5
9506,1999,10,mod_folder,view,138,1709961751,5
9507,1999,13,mod_assign,submit,7,1710082098,5
9508,1999,10,mod_url,view,146,1710045342,5
9509,1999,10,mod_bigbluebuttonbn,view,145,1709753195,5
9510,1999,15,mod_assign,submit,8,1709863179,5
9511,8,11,mod_resource,view,151,1710226478,6
9512,8,4,mod_page,view,54,1710665056,6
9513,8,13,mod_quiz,attempt,7,1710180542,6
9514,8,5,mod_page,view,72,1710346414,6
9515,8,2,mod_lesson,view,23,1710621680,6
9516,8,13,mod_quiz,attempt,7,1710758953,6
9517,8,12,mod_url,view,168,1710777065,6
9518,8,9,mod_lesson,view,121,1710397669,6
9519,12,5,mod_bigbluebuttonbn,view,65,1710309938,6
9520,13,12,mod_quiz,attempt,14,1710516244,6
9521,13,3,mod_url,view,37,1710442629,6
9522,13,14,mod_lesson,view,204,1710720616,6
9523,13,11,mod_resource,view,155,1710407215,6
9524,13,8,mod_resource,view,113,1710616267,6
9525,13,10,mod_lesson,view,136,1710360031,6
9526,13,13,mod_page,view,194,1710695328,6
9527,13,2,mod_bigbluebuttonbn,view,29,1710254789,6
9528,13,13,mod_url,view,187,1710316701,6
9529,13,2,mod_lesson,view,23,1710434446,6
9530,13,2,mod_resource,view,20,1710739189,6
9531,13,4,mod_page,view,54,1710657660,6
9532,13,5,mod_bigbluebuttonbn,view,66,1710664810,6
9533,13,3,mod_bigbluebuttonbn,view,34,1710385828,6
9534,13,6,mod_assign,submit,11,1710377424,6
9535,13,4,mod_assign,submit,10,1710557983,6
9536,13,9,mod_assign,submit,5,1710414132,6
9537,13,12,mod_url,view,179,1710392075,6
9538,13,9,mod_quiz,attempt,5,1710574525,6
9539,13,12,mod_url,view,168,1710453422,6
9540,19,1,mod_assign,submit,1,1710571061,6
9541,19,2,mod_lesson,view,28,1710397399,6
9542,19,9,mod_lesson,view,131,1710343226,6
9543,19,1,mod_page,view,4,1710509428,6
9544,19,10,mod_url,view,140,1710741061,6
9545,19,1,mod_lesson,view,8,1710394944,6
9546,19,9,mod_page,view,123,1710410988,6
9547,19,15,mod_book,view,221,1710542855,6
9548,19,8,mod_bigbluebuttonbn,view,119,1710515894,6
9549,19,12,mod_folder,view,169,1710313475,6
9550,19,1,mod_quiz,attempt,1,1710501206,6
9551,19,4,mod_bigbluebuttonbn,view,48,1710697337,6
9552,19,10,mod_bigbluebuttonbn,view,145,1710620029,6
9553,19,10,mod_assign,submit,13,1710558996,6
9554,19,6,mod_book,view,83,1710318770,6
9555,19,1,mod_page,view,4,1710354068,6
9556,19,4,mod_assign,submit,10,1710397242,6
9557,19,11,mod_resource,view,156,1710412830,6
9558,19,10,mod_bigbluebuttonbn,view,150,1710227847,6
9559,19,11,mod_url,view,154,1710511391,6
9560,19,13,mod_url,view,185,1710366371,6
9561,19,3,mod_assign,submit,2,1710523675,6
9562,19,12,mod_assign,submit,14,1710513951,6
9563,34,1,mod_url,view,14,1710577764,6
9564,34,13,mod_lesson,view,195,1710191629,6
9565,34,6,mod_book,view,89,1710280246,6
9566,34,11,mod_resource,view,157,1710681472,6
9567,34,5,mod_quiz,attempt,3,1710190102,6
9568,34,3,mod_assign,submit,2,1710402239,6
9569,34,13,mod_quiz,attempt,7,1710443059,6
9570,34,3,mod_assign,submit,2,1710640093,6
9571,34,2,mod_lesson,view,17,1710729313,6
9572,34,2,mod_lesson,view,23,1710618561,6
9573,34,9,mod_lesson,view,130,1710419488,6
9574,34,11,mod_assign,submit,6,1710238837,6
9575,34,11,mod_quiz,attempt,6,1710775058,6
9576,34,8,mod_bigbluebuttonbn,view,110,1710734831,6
9577,34,5,mod_page,view,72,1710635138,6
9578,34,5,mod_bigbluebuttonbn,view,74,1710679505,6
9579,34,11,mod_url,view,154,1710446129,6
9580,34,11,mod_quiz,attempt,6,1710527823,6
9581,34,11,mod_assign,submit,6,1710637385,6
9582,40,10,mod_quiz,attempt,13,1710544841,6
9583,40,9,mod_book,view,127,1710435867,6
9584,40,14,mod_assign,submit,15,1710517393,6
9585,40,1,mod_quiz,attempt,1,1710575740,6
9586,40,5,mod_assign,submit,3,1710528110,6
9587,40,5,mod_quiz,attempt,3,1710290911,6
9588,40,3,mod_bigbluebuttonbn,view,34,1710463042,6
9589,43,1,mod_bigbluebuttonbn,view,13,1710300052,6
9590,43,12,mod_folder,view,175,1710638010,6
9591,43,14,mod_url,view,209,1710404332,6
9592,43,10,mod_quiz,attempt,13,1710265196,6
9593,43,12,mod_url,view,179,1710406256,6
9594,43,14,mod_url,view,209,1710461396,6
9595,43,15,mod_quiz,attempt,8,1710763154,6
9596,43,10,mod_bigbluebuttonbn,view,150,1710693176,6
9597,43,6,mod_quiz,attempt,11,1710266003,6
9598,45,12,mod_folder,view,169,1710251652,6
9599,45,2,mod_quiz,attempt,9,1710621697,6
9600,45,9,mod_resource,view,128,1710582532,6
9601,45,7,mod_resource,view,92,1710358830,6
9602,45,11,mod_resource,view,156,1710444259,6
9603,45,12,mod_assign,submit,14,1710617978,6
9604,45,5,mod_bigbluebuttonbn,view,69,1710292753,6
9605,45,8,mod_assign,submit,12,1710603964,6
9606,45,8,mod_lesson,view,108,1710317114,6
9607,45,2,mod_quiz,attempt,9,1710430973,6
9608,45,13,mod_book,view,191,1710242250,6
9609,45,6,mod_page,view,81,1710234098,6
9610,53,7,mod_assign,submit,4,1710590200,6
9611,53,2,mod_lesson,view,17,1710681573,6
9612,53,6,mod_resource,view,84,1710419880,6
9613,53,9,mod_assign,submit,5,1710545106,6
9614,53,11,mod_resource,view,152,1710239588,6
9615,53,2,mod_lesson,view,17,1710548428,6
9616,53,2,mod_quiz,attempt,9,1710501802,6
9617,53,8,mod_resource,view,115,1710735702,6
9618,53,2,mod_assign,submit,9,1710250129,6
9619,53,1,mod_lesson,view,11,1710729100,6
9620,53,4,mod_resource,view,56,1710239101,6
9621,53,1,mod_page,view,3,1710394931,6
9622,53,1,mod_assign,submit,1,1710470095,6
9623,53,8,mod_quiz,attempt,12,1710643399,6
9624,55,1,mod_folder,view,6,1710794754,6
9625,55,1,mod_assign,submit,1,1710264080,6
9626,55,14,mod_quiz,attempt,15,1710210165,6
9627,55,6,mod_book,view,83,1710673316,6
9628,55,3,mod_quiz,attempt,2,1710377177,6
9629,55,6,mod_book,view,79,1710452615,6
9630,55,10,mod_page,view,137,1710252172,6
9631,55,8,mod_resource,view,113,1710737545,6
9632,55,3,mod_assign,submit,2,1710436164,6
9633,55,9,mod_book,view,129,1710670718,6
9634,55,8,mod_lesson,view,114,1710800249,6
9635,58,15,mod_assign,submit,8,1710330753,6
9636,58,3,mod_page,view,40,1710587988,6
9637,58,6,mod_quiz,attempt,11,1710601648,6
9638,58,14,mod_lesson,view,204,1710187491,6
9639,58,4,mod_page,view,57,1710436160,6
9640,58,7,mod_folder,view,105,1710557319,6
9641,58,7,mod_page,view,101,1710408557,6
9642,58,1,mod_assign,submit,1,1710786481,6
9643,58,2,mod_assign,submit,9,1710406988,6
9644,58,11,mod_url,view,154,1710798149,6
9645,58,3,mod_assign,submit,2,1710473087,6
9646,58,1,mod_quiz,attempt,1,1710558970,6
9647,58,6,mod_assign,submit,11,1710473684,6
9648,58,6,mod_resource,view,84,1710550669,6
9649,58,12,mod_assign,submit,14,1710408013,6
9650,58,11,mod_bigbluebuttonbn,view,158,1710664884,6
9651,95,10,mod_assign,submit,13,1710220907,6
9652,95,1,mod_lesson,view,11,1710741322,6
9653,95,7,mod_folder,view,96,1710476030,6
9654,95,9,mod_assign,submit,5,1710338916,6
9655,95,12,mod_assign,submit,14,1710304938,6
9656,95,3,mod_url,view,38,1710231608,6
9657,95,13,mod_url,view,187,1710231821,6
9658,95,14,mod_lesson,view,204,1710573075,6
9659,95,7,mod_quiz,attempt,4,1710300128,6
9660,95,15,mod_quiz,attempt,8,1710214650,6
9661,95,2,mod_book,view,22,1710252552,6
9662,95,6,mod_book,view,77,1710249002,6
9663,95,8,mod_assign,submit,12,1710727298,6
9664,95,1,mod_bigbluebuttonbn,view,13,1710730088,6
9665,95,2,mod_lesson,view,17,1710280721,6
9666,95,10,mod_bigbluebuttonbn,view,150,1710571221,6
9667,95,5,mod_page,view,71,1710458413,6
9668,101,1,mod_quiz,attempt,1,1710502917,6
9669,101,6,mod_book,view,90,1710592520,6
9670,101,2,mod_url,view,30,1710619774,6
9671,118,6,mod_book,view,89,1710505436,6
9672,118,1,mod_bigbluebuttonbn,view,13,1710752413,6
9673,118,7,mod_assign,submit,4,1710591378,6
9674,118,15,mod_resource,view,211,1710794001,6
9675,118,5,mod_bigbluebuttonbn,view,66,1710331973,6
9676,118,10,mod_assign,submit,13,1710197662,6
9677,118,3,mod_assign,submit,2,1710719571,6
9678,118,11,mod_resource,view,164,1710251261,6
9679,118,11,mod_resource,view,157,1710486461,6
9680,118,6,mod_assign,submit,11,1710287491,6
9681,118,13,mod_book,view,182,1710446188,6
9682,135,6,mod_book,view,90,1710497481,6
9683,135,10,mod_assign,submit,13,1710710653,6
9684,135,3,mod_bigbluebuttonbn,view,34,1710711676,6
9685,135,4,mod_quiz,attempt,10,1710695934,6
9686,135,1,mod_book,view,7,1710405980,6
9687,135,13,mod_quiz,attempt,7,1710214459,6
9688,135,7,mod_quiz,attempt,4,1710430010,6
9689,135,9,mod_lesson,view,121,1710625404,6
9690,135,6,mod_bigbluebuttonbn,view,82,1710726391,6
9691,135,8,mod_book,view,106,1710449283,6
9692,135,13,mod_quiz,attempt,7,1710687204,6
9693,135,6,mod_assign,submit,11,1710365855,6
9694,139,10,mod_folder,view,143,1710378578,6
9695,139,10,mod_bigbluebuttonbn,view,145,1710669719,6
9696,139,3,mod_bigbluebuttonbn,view,34,1710217718,6
9697,139,3,mod_url,view,37,1710462385,6
9698,139,1,mod_quiz,attempt,1,1710442322,6
9699,139,12,mod_folder,view,175,1710359948,6
9700,139,13,mod_url,view,185,1710368940,6
9701,139,4,mod_bigbluebuttonbn,view,48,1710402259,6
9702,139,1,mod_lesson,view,11,1710233023,6
9703,151,2,mod_resource,view,20,1710227805,6
9704,151,8,mod_resource,view,115,1710539523,6
9705,151,6,mod_quiz,attempt,11,1710560158,6
9706,151,11,mod_bigbluebuttonbn,view,158,1710313655,6
9707,151,7,mod_lesson,view,93,1710222133,6
9708,151,2,mod_url,view,27,1710652680,6
9709,151,2,mod_lesson,view,17,1710622064,6
9710,151,5,mod_url,view,70,1710239359,6
9711,151,13,mod_assign,submit,7,1710482049,6
9712,151,12,mod_assign,submit,14,1710415730,6
9713,151,9,mod_book,view,134,1710465709,6
9714,186,15,mod_url,view,214,1710628243,6
9715,186,12,mod_bigbluebuttonbn,view,171,1710294006,6
9716,186,8,mod_book,view,106,1710359143,6
9717,186,12,mod_folder,view,175,1710529985,6
9718,186,15,mod_quiz,attempt,8,1710691030,6
9719,186,5,mod_bigbluebuttonbn,view,66,1710652933,6
9720,186,13,mod_book,view,182,1710684685,6
9721,208,3,mod_url,view,38,1710368890,6
9722,208,11,mod_assign,submit,6,1710648277,6
9723,208,12,mod_url,view,168,1710687777,6
9724,208,1,mod_quiz,attempt,1,1710299023,6
9725,208,9,mod_resource,view,128,1710625404,6
9726,208,11,mod_resource,view,151,1710246555,6
9727,208,3,mod_url,view,37,1710521756,6
9728,214,5,mod_folder,view,73,1710780394,6
9729,214,3,mod_book,view,44,1710641505,6
9730,214,5,mod_bigbluebuttonbn,view,69,1710522782,6
9731,214,8,mod_bigbluebuttonbn,view,110,1710402619,6
9732,214,1,mod_quiz,attempt,1,1710525558,6
9733,214,1,mod_url,view,2,1710630958,6
9734,214,7,mod_assign,submit,4,1710508910,6
9735,214,11,mod_page,view,161,1710246455,6
9736,214,2,mod_book,view,22,1710447364,6
9737,214,6,mod_assign,submit,11,1710421658,6
9738,214,8,mod_quiz,attempt,12,1710216694,6
9739,214,9,mod_book,view,129,1710576820,6
9740,241,1,mod_page,view,4,1710743608,6
9741,241,10,mod_folder,view,143,1710190096,6
9742,241,9,mod_lesson,view,130,1710279898,6
9743,241,12,mod_resource,view,167,1710343342,6
9744,241,12,mod_resource,view,173,1710674082,6
9745,241,13,mod_assign,submit,7,1710400540,6
9746,241,1,mod_page,view,3,1710350919,6
9747,241,15,mod_assign,submit,8,1710741278,6
9748,241,7,mod_page,view,101,1710435849,6
9749,257,8,mod_quiz,attempt,12,1710342243,6
9750,257,1,mod_resource,view,10,1710537769,6
9751,257,9,mod_book,view,132,1710686394,6
9752,257,8,mod_lesson,view,108,1710805276,6
9753,257,14,mod_assign,submit,15,1710254604,6
9754,257,8,mod_assign,submit,12,1710203551,6
9755,257,3,mod_quiz,attempt,2,1710667785,6
9756,275,15,mod_assign,submit,8,1710326377,6
9757,275,3,mod_assign,submit,2,1710348412,6
9758,275,8,mod_quiz,attempt,12,1710461226,6
9759,275,14,mod_url,view,209,1710254010,6
9760,275,6,mod_bigbluebuttonbn,view,82,1710598199,6
9761,275,8,mod_book,view,106,1710374960,6
9762,295,7,mod_url,view,95,1710668228,6
9763,295,12,mod_url,view,168,1710184491,6
9764,295,11,mod_resource,view,152,1710199580,6
9765,295,9,mod_assign,submit,5,1710544861,6
9766,295,15,mod_folder,view,220,1710524319,6
9767,295,10,mod_folder,view,143,1710283297,6
9768,295,14,mod_assign,submit,15,1710488939,6
9769,295,2,mod_resource,view,20,1710334909,6
9770,295,2,mod_assign,submit,9,1710182450,6
9771,295,3,mod_quiz,attempt,2,1710497314,6
9772,295,14,mod_page,view,207,1710610562,6
9773,295,1,mod_url,view,2,1710176034,6
9774,295,7,mod_url,view,99,1710354645,6
9775,295,8,mod_lesson,view,114,1710612015,6
9776,295,6,mod_book,view,89,1710241245,6
9777,297,6,mod_assign,submit,11,1710622944,6
9778,297,10,mod_bigbluebuttonbn,view,144,1710532530,6
9779,297,2,mod_book,view,26,1710256658,6
9780,297,2,mod_page,view,16,1710800533,6
9781,297,8,mod_bigbluebuttonbn,view,110,1710515211,6
9782,297,8,mod_bigbluebuttonbn,view,119,1710710990,6
9783,297,1,mod_url,view,2,1710267094,6
9784,297,5,mod_page,view,71,1710234755,6
9785,297,7,mod_resource,view,102,1710627573,6
9786,298,2,mod_book,view,22,1710706253,6
9787,298,5,mod_book,view,62,1710618695,6
9788,298,5,mod_resource,view,61,1710441843,6
9789,298,6,mod_resource,view,86,1710646390,6
9790,298,5,mod_bigbluebuttonbn,view,65,1710639780,6
9791,298,13,mod_lesson,view,193,1710311617,6
9792,298,8,mod_bigbluebuttonbn,view,110,1710390520,6
9793,298,7,mod_folder,view,105,1710597905,6
9794,298,1,mod_folder,view,6,1710430733,6
9795,301,6,mod_assign,submit,11,1710646585,6
9796,301,5,mod_assign,submit,3,1710722948,6
9797,301,1,mod_url,view,14,1710399876,6
9798,334,3,mod_url,view,37,1710454269,6
9799,334,6,mod_resource,view,86,1710312483,6
9800,342,1,mod_lesson,view,8,1710282185,6
9801,342,13,mod_assign,submit,7,1710695876,6
9802,342,7,mod_folder,view,96,1710782271,6
9803,345,8,mod_quiz,attempt,12,1710556927,6
9804,345,9,mod_resource,view,128,1710366240,6
9805,345,5,mod_bigbluebuttonbn,view,66,1710771157,6
9806,345,2,mod_quiz,attempt,9,1710667492,6
9807,345,1,mod_assign,submit,1,1710450781,6
9808,345,14,mod_url,view,209,1710207501,6
9809,345,6,mod_lesson,view,78,1710501392,6
9810,345,2,mod_book,view,19,1710236771,6
9811,345,9,mod_quiz,attempt,5,1710733476,6
9812,345,5,mod_bigbluebuttonbn,view,65,1710216137,6
9813,345,13,mod_resource,view,184,1710311063,6
9814,345,12,mod_folder,view,169,1710271821,6
9815,345,5,mod_bigbluebuttonbn,view,65,1710531012,6
9816,357,6,mod_resource,view,86,1710774041,6
9817,357,13,mod_page,view,194,1710326230,6
9818,357,8,mod_bigbluebuttonbn,view,119,1710384604,6
9819,357,11,mod_resource,view,157,1710241420,6
9820,357,2,mod_url,view,21,1710615220,6
9821,357,11,mod_resource,view,152,1710637370,6
9822,357,1,mod_assign,submit,1,1710789782,6
9823,357,7,mod_assign,submit,4,1710654829,6
9824,357,7,mod_assign,submit,4,1710579554,6
9825,357,3,mod_page,view,40,1710268024,6
9826,357,14,mod_assign,submit,15,1710786686,6
9827,357,2,mod_assign,submit,9,1710714691,6
9828,357,6,mod_page,view,81,1710396690,6
9829,359,15,mod_quiz,attempt,8,1710761167,6
9830,359,12,mod_quiz,attempt,14,1710408689,6
9831,359,14,mod_lesson,view,210,1710418832,6
9832,359,11,mod_resource,view,157,1710210861,6
9833,359,8,mod_bigbluebuttonbn,view,119,1710272331,6
9834,359,6,mod_page,view,81,1710456507,6
9835,359,6,mod_resource,view,86,1710478996,6
9836,359,9,mod_book,view,134,1710553419,6
9837,380,7,mod_folder,view,105,1710418193,6
9838,380,15,mod_quiz,attempt,8,1710745579,6
9839,380,12,mod_resource,view,166,1710665640,6
9840,380,12,mod_folder,view,169,1710765441,6
9841,380,5,mod_bigbluebuttonbn,view,66,1710390291,6
9842,380,3,mod_url,view,41,1710246894,6
9843,380,3,mod_url,view,38,1710278881,6
9844,380,5,mod_quiz,attempt,3,1710237392,6
9845,380,2,mod_lesson,view,28,1710433804,6
9846,380,4,mod_assign,submit,10,1710671105,6
9847,382,8,mod_assign,submit,12,1710233470,6
9848,382,13,mod_lesson,view,195,1710731288,6
9849,382,4,mod_assign,submit,10,1710464586,6
9850,382,12,mod_quiz,attempt,14,1710486666,6
9851,397,13,mod_book,view,182,1710198258,6
9852,397,8,mod_assign,submit,12,1710631302,6
9853,397,3,mod_page,view,40,1710454089,6
9854,397,8,mod_assign,submit,12,1710467099,6
9855,397,6,mod_assign,submit,11,1710756266,6
9856,397,8,mod_book,view,106,1710753905,6
9857,397,12,mod_resource,view,177,1710396720,6
9858,397,12,mod_bigbluebuttonbn,view,172,1710325925,6
9859,403,5,mod_resource,view,61,1710697733,6
9860,403,4,mod_lesson,view,55,1710532959,6
9861,403,9,mod_lesson,view,130,1710633567,6
9862,403,1,mod_lesson,view,11,1710332085,6
9863,403,4,mod_assign,submit,10,1710629892,6
9864,403,8,mod_resource,view,115,1710324217,6
9865,403,14,mod_assign,submit,15,1710469567,6
9866,403,13,mod_resource,view,184,1710245430,6
9867,403,1,mod_quiz,attempt,1,1710443260,6
9868,403,8,mod_assign,submit,12,1710457193,6
9869,403,2,mod_resource,view,20,1710314734,6
9870,403,2,mod_lesson,view,23,1710488482,6
9871,403,8,mod_folder,view,120,1710271756,6
9872,403,13,mod_assign,submit,7,1710429395,6
9873,411,14,mod_resource,view,200,1710406234,6
9874,411,11,mod_bigbluebuttonbn,view,158,1710589114,6
9875,411,11,mod_assign,submit,6,1710178230,6
9876,411,12,mod_resource,view,167,1710454466,6
9877,411,13,mod_assign,submit,7,1710281140,6
9878,411,11,mod_resource,view,152,1710601869,6
9879,411,10,mod_url,view,146,1710544333,6
9880,411,10,mod_url,view,141,1710273552,6
9881,411,2,mod_assign,submit,9,1710272078,6
9882,411,9,mod_book,view,127,1710259169,6
9883,411,15,mod_resource,view,211,1710713873,6
9884,411,3,mod_book,view,36,1710670260,6
9885,411,7,mod_assign,submit,4,1710247285,6
9886,412,3,mod_quiz,attempt,2,1710278589,6
9887,412,3,mod_assign,submit,2,1710204550,6
9888,412,7,mod_url,view,99,1710450583,6
9889,412,12,mod_url,view,170,1710637807,6
9890,412,6,mod_book,view,83,1710648869,6
9891,412,6,mod_book,view,89,1710773692,6
9892,412,13,mod_url,view,187,1710531995,6
9893,412,7,mod_resource,view,102,1710641657,6
9894,412,5,mod_assign,submit,3,1710586513,6
9895,420,3,mod_bigbluebuttonbn,view,34,1710538004,6
9896,420,5,mod_bigbluebuttonbn,view,74,1710542155,6
9897,420,2,mod_url,view,27,1710273820,6
9898,420,5,mod_url,view,70,1710609154,6
9899,420,1,mod_book,view,7,1710275241,6
9900,420,6,mod_book,view,77,1710387706,6
9901,420,7,mod_quiz,attempt,4,1710586110,6
9902,420,11,mod_url,view,154,1710495465,6
9903,420,12,mod_folder,view,175,1710213461,6
9904,420,2,mod_resource,view,20,1710532434,6
9905,420,7,mod_quiz,attempt,4,1710662750,6
9906,430,2,mod_quiz,attempt,9,1710299105,6
9907,430,12,mod_assign,submit,14,1710618999,6
9908,430,8,mod_assign,submit,12,1710605798,6
9909,430,13,mod_assign,submit,7,1710257218,6
9910,430,9,mod_lesson,view,121,1710775455,6
9911,430,15,mod_quiz,attempt,8,1710363494,6
9912,430,1,mod_url,view,14,1710701000,6
9913,430,6,mod_book,view,79,1710621260,6
9914,430,6,mod_assign,submit,11,1710628278,6
9915,430,3,mod_bigbluebuttonbn,view,34,1710233780,6
9916,430,3,mod_quiz,attempt,2,1710720767,6
9917,430,2,mod_assign,submit,9,1710703254,6
9918,430,1,mod_url,view,14,1710459669,6
9919,439,6,mod_assign,submit,11,1710266436,6
9920,439,4,mod_bigbluebuttonbn,view,48,1710222944,6
