id,userid,itemid,finalgrade,timemodified
3802,1852,43,15.1,1710414000
3803,1854,43,37.4,1710241200
3804,1867,43,15.7,1710241200
3805,1870,43,31.4,1710327600
3806,1884,43,71.1,1710154800
3807,1905,43,46.9,1710759600
3808,1920,43,20.0,1710414000
3809,1934,43,54.4,1710673200
3810,1951,43,13.2,1710673200
3811,1959,43,73.5,1710414000
3812,1960,43,35.1,1710586800
3813,1961,43,71.2,1710241200
3814,1967,43,29.1,1710586800
3815,1978,43,16.4,1710414000
3816,1979,43,64.3,1710759600
3817,1999,43,37.7,1710414000
3818,8,44,53.3,1710550800
3819,13,44,34.9,1710637200
3820,34,44,90.7,1710378000
3821,40,44,44.5,1710205200
3822,55,44,58.7,1710464400
3823,58,44,81.6,1710205200
3824,73,44,34.0,1710550800
3825,80,44,36.3,1710723600
3826,95,44,58.2,1710205200
3827,96,44,39.9,1710550800
3828,113,44,67.7,1710205200
3829,116,44,38.8,1710378000
3830,118,44,27.6,1710723600
3831,135,44,84.7,1710291600
3832,139,44,44.6,1710550800
3833,151,44,62.1,1710378000
3834,182,44,23.5,1710205200
3835,189,44,57.4,1710205200
3836,194,44,38.1,1710378000
3837,202,44,28.8,1710205200
3838,208,44,37.6,1710723600
3839,223,44,74.9,1710205200
3840,224,44,29.1,1710637200
3841,233,44,18.9,1710118800
3842,241,44,34.7,1710291600
3843,246,44,13.2,1710464400
3844,252,44,14.0,1710550800
3845,257,44,48.5,1710378000
3846,275,44,43.3,1710723600
3847,296,44,33.7,1710291600
3848,297,44,6.4,1710550800
3849,298,44,68.0,1710723600
3850,321,44,35.8,1710550800
3851,342,44,29.5,1710378000
3852,345,44,66.4,1710291600
3853,357,44,54.8,1710118800
3854,358,44,38.7,1710637200
3855,359,44,46.0,1710637200
3856,370,44,19.5,1710637200
3857,380,44,29.8,1710205200
3858,382,44,32.2,1710464400
3859,383,44,62.0,1710550800
3860,386,44,20.2,1710723600
3861,388,44,37.7,1710118800
3862,402,44,26.9,1710464400
3863,403,44,48.0,1710205200
3864,405,44,14.6,1710378000
3865,406,44,5.6,1710205200
3866,411,44,57.1,1710118800
3867,412,44,54.7,1710118800
3868,430,44,27.5,1710118800
3869,439,44,33.2,1710637200
3870,447,44,35.6,1710550800
3871,450,44,54.4,1710550800
3872,453,44,53.1,1710378000
3873,464,44,78.5,1710637200
3874,466,44,42.7,1710464400
3875,470,44,49.8,1710205200
3876,501,44,39.1,1710205200
3877,502,44,19.0,1710637200
3878,506,44,33.2,1710464400
3879,572,44,49.7,1710118800
3880,591,44,12.0,1710464400
3881,603,44,17.0,1710378000
3882,612,44,30.4,1710291600
3883,634,44,77.3,1710550800
3884,640,44,12.5,1710464400
3885,655,44,20.5,1710464400
3886,657,44,26.5,1710291600
3887,661,44,53.3,1710378000
3888,665,44,55.8,1710291600
3889,672,44,53.7,1710464400
3890,675,44,69.3,1710637200
3891,692,44,0.0,1710637200
3892,715,44,45.5,1710637200
3893,774,44,49.4,1710291600
3894,782,44,40.8,1710118800
3895,785,44,10.9,1710291600
3896,789,44,47.2,1710118800
3897,824,44,31.3,1710550800
3898,853,44,25.8,1710118800
3899,857,44,40.0,1710723600
3900,863,44,49.5,1710205200
3901,867,44,25.4,1710378000
3902,871,44,33.5,1710637200
3903,877,44,69.0,1710205200
3904,902,44,29.7,1710723600
3905,915,44,23.5,1710205200
3906,930,44,37.8,1710637200
3907,949,44,19.2,1710118800
3908,965,44,14.7,1710464400
3909,977,44,71.9,1710723600
3910,979,44,63.3,1710118800
3911,981,44,43.9,1710205200
3912,990,44,17.2,1710464400
3913,999,44,11.4,1710118800
3914,1010,44,51.3,1710464400
3915,1017,44,55.9,1710464400
3916,1034,44,12.3,1710291600
3917,1039,44,54.0,1710118800
3918,1043,44,33.7,1710637200
3919,1060,44,49.2,1710723600
3920,1062,44,46.0,1710637200
3921,1068,44,61.4,1710464400
3922,1071,44,25.0,1710205200
3923,1082,44,24.4,1710205200
3924,1087,44,53.8,1710118800
3925,1088,44,40.6,1710723600
3926,1092,44,31.5,1710550800
3927,1104,44,50.8,1710291600
3928,1118,44,55.2,1710378000
3929,1128,44,39.0,1710464400
3930,1129,44,43.9,1710550800
3931,1134,44,29.9,1710637200
3932,1167,44,30.8,1710205200
3933,1169,44,51.0,1710205200
3934,1188,44,1.9,1710118800
3935,1212,44,28.3,1710205200
3936,1238,44,54.6,1710464400
3937,1250,44,41.4,1710378000
3938,1257,44,49.5,1710550800
3939,1258,44,50.5,1710118800
3940,1266,44,46.6,1710291600
3941,1268,44,32.6,1710637200
3942,1271,44,13.1,1710464400
3943,1320,44,4.1,1710378000
3944,1339,44,26.6,1710550800
3945,1342,44,33.1,1710723600
3946,1346,44,46.1,1710118800
3947,1347,44,74.4,1710464400
3948,1355,44,13.6,1710637200
3949,1366,44,66.2,1710723600
3950,1372,44,26.3,1710723600
3951,1377,44,45.3,1710378000
3952,1378,44,32.6,1710550800
3953,1385,44,16.6,1710637200
3954,1400,44,73.9,1710205200
3955,1412,44,18.5,1710378000
3956,1413,44,52.9,1710291600
3957,1430,44,57.1,1710205200
3958,1439,44,30.0,1710118800
3959,1447,44,23.2,1710118800
3960,1453,44,39.2,1710637200
3961,1465,44,51.0,1710118800
3962,1471,44,25.5,1710637200
3963,1478,44,47.8,1710205200
3964,1492,44,37.9,1710378000
3965,1495,44,81.6,1710550800
3966,1518,44,23.7,1710378000
3967,1543,44,80.0,1710637200
3968,1550,44,39.9,1710205200
3969,1562,44,29.6,1710205200
3970,1563,44,20.0,1710118800
3971,1564,44,19.4,1710205200
3972,1578,44,28.4,1710205200
3973,1600,44,54.7,1710464400
3974,1607,44,20.0,1710550800
3975,1626,44,75.6,1710637200
3976,1632,44,14.1,1710378000
3977,1651,44,75.2,1710550800
3978,1676,44,18.9,1710550800
3979,1677,44,63.9,1710723600
3980,1700,44,32.3,1710205200
3981,1714,44,6.8,1710637200
3982,1720,44,45.3,1710205200
3983,1727,44,43.8,1710550800
3984,1744,44,22.6,1710723600
3985,1759,44,36.2,1710464400
3986,1767,44,6.1,1710205200
3987,1777,44,44.6,1710205200
3988,1802,44,55.1,1710291600
3989,1829,44,22.6,1710637200
3990,1854,44,36.2,1710378000
3991,1870,44,3.9,1710118800
3992,1884,44,35.0,1710550800
3993,1934,44,22.0,1710637200
3994,1951,44,22.5,1710118800
3995,1959,44,44.3,1710205200
3996,1960,44,49.8,1710291600
3997,1965,44,51.6,1710205200
3998,1978,44,50.4,1710291600
3999,1979,44,45.2,1710378000
4000,1983,44,40.1,1710118800
4001,1992,44,37.4,1710637200
4002,13,45,41.6,1710115200
4003,19,45,34.5,1710028800
4004,24,45,37.5,1710460800
4005,34,45,89.3,1710460800
4006,40,45,32.4,1710201600
4007,45,45,42.5,1710288000
4008,55,45,46.6,1710633600
4009,58,45,56.9,1710201600
4010,73,45,8.3,1710460800
4011,83,45,35.0,1710460800
4012,95,45,38.8,1710633600
4013,96,45,57.2,1710633600
4014,113,45,49.8,1710201600
4015,116,45,11.0,1710028800
4016,118,45,20.2,1710288000
4017,135,45,78.5,1710028800
4018,139,45,57.7,1710201600
4019,151,45,48.1,1710028800
4020,186,45,30.8,1710288000
4021,189,45,59.2,1710460800
4022,194,45,39.6,1710547200
4023,202,45,19.6,1710460800
4024,214,45,47.2,1710028800
4025,241,45,67.7,1710460800
4026,252,45,13.8,1710633600
4027,257,45,26.2,1710374400
4028,295,45,53.8,1710460800
4029,296,45,17.3,1710633600
4030,298,45,27.9,1710028800
4031,300,45,30.8,1710115200
4032,301,45,39.3,1710288000
4033,333,45,39.9,1710547200
4034,345,45,43.3,1710633600
4035,359,45,81.4,1710115200
4036,370,45,28.0,1710028800
4037,380,45,43.8,1710115200
4038,383,45,68.8,1710633600
4039,397,45,38.7,1710028800
4040,403,45,56.7,1710288000
4041,406,45,20.5,1710028800
4042,408,45,50.1,1710028800
4043,411,45,39.6,1710115200
4044,412,45,30.3,1710633600
4045,418,45,42.0,1710633600
4046,420,45,20.0,1710028800
4047,430,45,29.5,1710374400
4048,432,45,42.4,1710633600
4049,439,45,37.9,1710201600
4050,460,45,57.3,1710115200
4051,466,45,60.0,1710028800
4052,470,45,61.3,1710115200
4053,501,45,32.8,1710633600
4054,506,45,27.5,1710201600
4055,531,45,71.4,1710374400
4056,544,45,24.7,1710547200
4057,554,45,16.8,1710028800
4058,591,45,16.9,1710201600
4059,617,45,33.5,1710547200
4060,634,45,54.2,1710460800
4061,640,45,26.6,1710460800
4062,646,45,3.8,1710374400
4063,657,45,29.8,1710633600
4064,661,45,68.1,1710201600
4065,662,45,40.0,1710547200
4066,665,45,51.9,1710028800
4067,675,45,65.9,1710201600
4068,688,45,53.7,1710288000
4069,704,45,15.9,1710547200
4070,713,45,39.2,1710460800
4071,724,45,22.5,1710633600
4072,749,45,45.0,1710115200
4073,750,45,37.8,1710460800
4074,758,45,15.2,1710460800
4075,810,45,15.4,1710115200
4076,824,45,51.2,1710288000
4077,838,45,4.1,1710115200
4078,863,45,55.6,1710115200
4079,867,45,24.0,1710028800
4080,871,45,36.5,1710028800
4081,902,45,57.6,1710374400
4082,915,45,22.7,1710288000
4083,930,45,75.9,1710115200
4084,942,45,61.5,1710288000
4085,976,45,50.7,1710547200
4086,977,45,63.9,1710547200
4087,979,45,84.0,1710115200
4088,995,45,28.5,1710460800
4089,1007,45,24.4,1710547200
4090,1010,45,74.0,1710115200
4091,1017,45,49.7,1710115200
4092,1027,45,32.8,1710547200
4093,1039,45,58.4,1710201600
4094,1044,45,27.1,1710633600
4095,1051,45,49.9,1710201600
4096,1057,45,22.2,1710201600
4097,1068,45,26.4,1710028800
4098,1079,45,52.3,1710633600
4099,1082,45,21.8,1710633600
4100,1086,45,41.1,1710028800
4101,1088,45,27.4,1710288000
4102,1104,45,55.1,1710547200
4103,1109,45,37.2,1710633600
4104,1118,45,18.3,1710288000
4105,1128,45,32.7,1710115200
4106,1129,45,68.4,1710288000
4107,1134,45,25.5,1710547200
4108,1144,45,45.9,1710547200
4109,1152,45,35.2,1710633600
4110,1166,45,43.1,1710374400
4111,1167,45,29.2,1710028800
4112,1169,45,10.8,1710288000
4113,1190,45,54.1,1710547200
4114,1193,45,25.0,1710201600
4115,1200,45,55.9,1710633600
4116,1207,45,56.5,1710288000
4117,1238,45,85.2,1710374400
4118,1258,45,50.2,1710288000
4119,1266,45,36.1,1710028800
4120,1271,45,10.0,1710028800
4121,1279,45,7.1,1710028800
4122,1306,45,24.1,1710460800
4123,1320,45,21.5,1710460800
4124,1331,45,30.9,1710201600
4125,1342,45,39.6,1710460800
4126,1346,45,54.9,1710115200
4127,1347,45,79.6,1710201600
4128,1351,45,53.0,1710547200
4129,1355,45,16.9,1710460800
4130,1366,45,56.7,1710460800
4131,1372,45,7.1,1710201600
4132,1385,45,23.2,1710201600
4133,1387,45,58.7,1710201600
4134,1400,45,80.0,1710028800
4135,1430,45,52.6,1710288000
4136,1432,45,54.3,1710374400
4137,1447,45,44.4,1710288000
4138,1453,45,11.8,1710115200
4139,1459,45,23.8,1710547200
4140,1465,45,41.6,1710288000
4141,1466,45,42.3,1710115200
4142,1469,45,46.5,1710115200
4143,1489,45,19.3,1710460800
4144,1492,45,57.1,1710288000
4145,1495,45,59.9,1710115200
4146,1518,45,56.3,1710028800
4147,1543,45,68.1,1710633600
4148,1550,45,84.9,1710374400
4149,1553,45,35.2,1710028800
4150,1562,45,35.7,1710288000
4151,1577,45,26.0,1710115200
4152,1578,45,47.1,1710288000
4153,1600,45,65.0,1710460800
4154,1619,45,33.5,1710460800
4155,1632,45,17.5,1710374400
4156,1641,45,52.0,1710547200
4157,1648,45,64.6,1710633600
4158,1649,45,41.2,1710201600
4159,1651,45,91.5,1710460800
4160,1673,45,52.5,1710374400
4161,1675,45,42.7,1710115200
4162,1699,45,24.8,1710460800
4163,1700,45,40.8,1710288000
4164,1701,45,35.0,1710115200
4165,1706,45,39.9,1710028800
4166,1709,45,32.8,1710374400
4167,1715,45,61.5,1710028800
4168,1716,45,45.1,1710374400
4169,1720,45,35.0,1710028800
4170,1727,45,54.4,1710547200
4171,1737,45,16.2,1710460800
4172,1744,45,27.5,1710460800
4173,1759,45,8.7,1710288000
4174,1777,45,82.2,1710460800
4175,1802,45,62.2,1710633600
4176,1813,45,32.6,1710028800
4177,1829,45,18.0,1710028800
4178,1854,45,52.7,1710633600
4179,1870,45,35.6,1710547200
4180,1903,45,44.9,1710028800
4181,1905,45,32.7,1710201600
4182,1910,45,12.7,1710547200
4183,1959,45,35.7,1710460800
4184,1960,45,31.5,1710115200
4185,1961,45,38.1,1710115200
4186,1965,45,43.6,1710633600
4187,1979,45,40.9,1710115200
4188,1989,45,13.3,1710633600
4189,1992,45,51.7,1710115200
4190,1999,45,50.7,1710201600
4191,13,46,18.87,1711944000
4192,34,46,67.78,1711944000
4193,43,46,56.75,1711944000
4194,58,46,41.2,1711944000
4195,80,46,56.06,1711944000
4196,101,46,16.53,1711944000
4197,135,46,33.77,1711944000
4198,139,46,5.25,1711944000
4199,223,46,24.73,1711944000
4200,275,46,36.57,1711944000
4201,295,46,63.98,1711944000
4202,300,46,25.02,1711944000
4203,358,46,21.85,1711944000
4204,359,46,58.06,1711944000
4205,397,46,31.53,1711944000
4206,411,46,58.73,1711944000
4207,412,46,22.76,1711944000
4208,439,46,35.38,1711944000
4209,450,46,58.19,1711944000
4210,453,46,71.08,1711944000
4211,459,46,25.69,1711944000
4212,591,46,24.53,1711944000
4213,599,46,9.24,1711944000
4214,634,46,51.1,1711944000
4215,661,46,63.52,1711944000
4216,665,46,73.07,1711944000
4217,672,46,63.11,1711944000
4218,675,46,83.32,1711944000
4219,750,46,82.62,1711944000
4220,789,46,35.16,1711944000
4221,824,46,52.9,1711944000
4222,877,46,76.96,1711944000
4223,902,46,54.96,1711944000
4224,915,46,34.09,1711944000
4225,935,46,57.96,1711944000
4226,977,46,53.89,1711944000
4227,979,46,58.42,1711944000
4228,982,46,58.04,1711944000
4229,1010,46,91.35,1711944000
4230,1039,46,95.15,1711944000
4231,1044,46,60.05,1711944000
4232,1051,46,73.41,1711944000
4233,1068,46,27.01,1711944000
4234,1088,46,19.83,1711944000
4235,1092,46,79.33,1711944000
4236,1113,46,100.0,1711944000
4237,1144,46,58.11,1711944000
4238,1167,46,19.48,1711944000
4239,1169,46,63.57,1711944000
4240,1207,46,24.71,1711944000
4241,1212,46,42.37,1711944000
4242,1266,46,35.07,1711944000
4243,1347,46,67.1,1711944000
4244,1377,46,58.92,1711944000
4245,1400,46,53.33,1711944000
4246,1413,46,60.18,1711944000
4247,1451,46,0.0,1711944000
4248,1495,46,61.72,1711944000
4249,1543,46,42.38,1711944000
4250,1550,46,83.39,1711944000
4251,1553,46,56.72,1711944000
4252,1600,46,72.85,1711944000
4253,1648,46,56.17,1711944000
4254,1715,46,59.04,1711944000
4255,1716,46,0.0,1711944000
4256,1720,46,38.67,1711944000
4257,1727,46,80.38,1711944000
4258,1806,46,91.12,1711944000
4259,1903,46,44.82,1711944000
4260,1905,46,24.67,1711944000
4261,1961,46,60.94,1711944000
4262,1965,46,42.55,1711944000
4263,1967,46,40.59,1711944000
4264,1979,46,40.04,1711944000
4265,1992,46,24.21,1711944000
4266,34,47,40.56,1711771200
4267,58,47,66.47,1711771200
4268,80,47,100.0,1711771200
4269,95,47,48.91,1711771200
4270,113,47,55.47,1711771200
4271,135,47,50.49,1711771200
4272,139,47,67.43,1711771200
4273,198,47,18.58,1711771200
4274,295,47,68.54,1711771200
4275,298,47,27.62,1711771200
4276,300,47,0.0,1711771200
4277,301,47,26.77,1711771200
4278,333,47,40.8,1711771200
4279,359,47,54.12,1711771200
4280,397,47,69.07,1711771200
4281,412,47,59.9,1711771200
4282,439,47,88.98,1711771200
4283,464,47,65.13,1711771200
4284,466,47,38.86,1711771200
4285,612,47,70.02,1711771200
4286,634,47,35.08,1711771200
4287,661,47,39.86,1711771200
4288,665,47,54.4,1711771200
4289,672,47,60.34,1711771200
4290,724,47,37.07,1711771200
4291,749,47,39.13,1711771200
4292,824,47,44.4,1711771200
4293,902,47,77.34,1711771200
4294,977,47,69.83,1711771200
4295,982,47,60.8,1711771200
4296,990,47,51.47,1711771200
4297,1039,47,36.41,1711771200
4298,1043,47,51.07,1711771200
4299,1051,47,21.37,1711771200
4300,1062,47,81.74,1711771200
4301,1068,47,100.0,1711771200
4302,1088,47,28.9,1711771200
4303,1104,47,39.57,1711771200
4304,1129,47,66.43,1711771200
4305,1167,47,34.63,1711771200
4306,1190,47,87.26,1711771200
4307,1212,47,76.28,1711771200
4308,1238,47,36.19,1711771200
4309,1258,47,45.81,1711771200
4310,1331,47,55.16,1711771200
4311,1346,47,69.54,1711771200
4312,1347,47,48.74,1711771200
4313,1351,47,100.0,1711771200
4314,1366,47,45.59,1711771200
4315,1387,47,91.31,1711771200
4316,1400,47,67.45,1711771200
4317,1413,47,35.06,1711771200
4318,1430,47,46.46,1711771200
4319,1466,47,100.0,1711771200
4320,1469,47,85.21,1711771200
4321,1543,47,89.09,1711771200
4322,1550,47,61.0,1711771200
4323,1600,47,70.29,1711771200
4324,1626,47,87.26,1711771200
4325,1715,47,51.9,1711771200
4326,1720,47,3.52,1711771200
4327,1727,47,86.9,1711771200
4328,1884,47,30.78,1711771200
4329,1903,47,59.62,1711771200
4330,1905,47,43.4,1711771200
4331,1959,47,45.52,1711771200
4332,1979,47,63.87,1711771200
4333,13,48,22.84,1711944000
4334,34,48,58.82,1711944000
4335,53,48,74.33,1711944000
4336,58,48,77.14,1711944000
4337,95,48,72.02,1711944000
4338,113,48,67.36,1711944000
4339,132,48,8.57,1711944000
4340,135,48,73.03,1711944000
4341,223,48,42.74,1711944000
4342,301,48,54.19,1711944000
4343,333,48,40.25,1711944000
4344,359,48,75.69,1711944000
4345,397,48,100.0,1711944000
4346,453,48,83.55,1711944000
4347,464,48,43.9,1711944000
4348,531,48,80.27,1711944000
4349,603,48,23.11,1711944000
4350,617,48,0.0,1711944000
4351,634,48,70.6,1711944000
4352,661,48,60.13,1711944000
4353,665,48,61.45,1711944000
4354,672,48,84.3,1711944000
4355,715,48,31.17,1711944000
4356,750,48,84.5,1711944000
4357,761,48,35.11,1711944000
4358,789,48,55.96,1711944000
4359,877,48,65.08,1711944000
4360,902,48,76.43,1711944000
4361,977,48,67.67,1711944000
4362,979,48,47.99,1711944000
4363,1039,48,69.64,1711944000
4364,1043,48,52.6,1711944000
4365,1044,48,39.04,1711944000
4366,1068,48,87.21,1711944000
4367,1087,48,44.08,1711944000
4368,1092,48,60.6,1711944000
4369,1113,48,85.97,1711944000
4370,1129,48,42.05,1711944000
4371,1135,48,65.31,1711944000
4372,1144,48,46.77,1711944000
4373,1167,48,36.85,1711944000
4374,1188,48,27.3,1711944000
4375,1207,48,65.84,1711944000
4376,1238,48,75.26,1711944000
4377,1266,48,72.35,1711944000
4378,1331,48,42.9,1711944000
4379,1346,48,100.0,1711944000
4380,1366,48,92.09,1711944000
4381,1387,48,34.56,1711944000
4382,1413,48,30.4,1711944000
4383,1430,48,73.19,1711944000
4384,1451,48,0.96,1711944000
4385,1469,48,64.51,1711944000
4386,1495,48,52.43,1711944000
4387,1543,48,64.52,1711944000
4388,1550,48,57.57,1711944000
4389,1553,48,65.44,1711944000
4390,1578,48,44.14,1711944000
4391,1600,48,61.73,1711944000
4392,1626,48,79.05,1711944000
4393,1641,48,49.02,1711944000
4394,1648,48,41.54,1711944000
4395,1673,48,34.1,1711944000
4396,1715,48,49.76,1711944000
4397,1720,48,6.77,1711944000
4398,1727,48,92.62,1711944000
4399,1806,48,61.26,1711944000
4400,1905,48,19.35,1711944000
4401,1959,48,60.66,1711944000
4402,1960,48,49.18,1711944000
4403,1979,48,88.37,1711944000
4404,1983,48,12.43,1711944000
4405,13,49,100.0,1711857600
4406,19,49,59.22,1711857600
4407,34,49,15.54,1711857600
4408,58,49,31.18,1711857600
4409,95,49,79.04,1711857600
4410,113,49,51.0,1711857600
4411,139,49,74.19,1711857600
4412,151,49,97.53,1711857600
4413,194,49,62.5,1711857600
4414,198,49,47.89,1711857600
4415,275,49,58.8,1711857600
4416,298,49,83.12,1711857600
4417,383,49,63.16,1711857600
4418,408,49,2.63,1711857600
4419,439,49,64.75,1711857600
4420,450,49,40.6,1711857600
4421,464,49,63.27,1711857600
4422,501,49,0.0,1711857600
4423,531,49,55.4,1711857600
4424,617,49,59.94,1711857600
4425,634,49,50.31,1711857600
4426,640,49,43.1,1711857600
4427,661,49,47.57,1711857600
4428,672,49,79.05,1711857600
4429,749,49,46.12,1711857600
4430,761,49,88.83,1711857600
4431,774,49,100.0,1711857600
4432,824,49,63.85,1711857600
4433,877,49,38.11,1711857600
4434,902,49,73.31,1711857600
4435,935,49,11.65,1711857600
4436,977,49,62.31,1711857600
4437,979,49,75.55,1711857600
4438,1039,49,45.38,1711857600
4439,1051,49,92.39,1711857600
4440,1062,49,9.69,1711857600
4441,1068,49,96.1,1711857600
4442,1092,49,100.0,1711857600
4443,1113,49,3.21,1711857600
4444,1144,49,78.01,1711857600
4445,1169,49,0.0,1711857600
4446,1238,49,65.06,1711857600
4447,1331,49,100.0,1711857600
4448,1347,49,80.74,1711857600
4449,1351,49,61.45,1711857600
4450,1366,49,83.51,1711857600
4451,1387,49,69.6,1711857600
4452,1400,49,56.13,1711857600
4453,1413,49,64.99,1711857600
4454,1451,49,33.59,1711857600
4455,1466,49,29.39,1711857600
4456,1495,49,76.74,1711857600
4457,1500,49,82.32,1711857600
4458,1553,49,63.2,1711857600
4459,1578,49,87.58,1711857600
4460,1600,49,51.78,1711857600
4461,1651,49,70.12,1711857600
4462,1675,49,11.98,1711857600
4463,1720,49,14.92,1711857600
4464,1727,49,42.34,1711857600
4465,1758,49,0.0,1711857600
4466,1802,49,69.74,1711857600
4467,1884,49,0.0,1711857600
4468,1903,49,40.44,1711857600
4469,1905,49,0.0,1711857600
4470,1934,49,49.05,1711857600
4471,1959,49,0.0,1711857600
4472,1960,49,65.14,1711857600
4473,1961,49,52.82,1711857600
4474,1965,49,58.37,1711857600
4475,1967,49,70.12,1711857600
4476,34,50,78.71,1712203200
4477,58,50,97.62,1712203200
4478,83,50,45.14,1712203200
4479,95,50,80.14,1712203200
4480,113,50,82.9,1712203200
4481,135,50,79.53,1712203200
4482,194,50,23.45,1712203200
4483,298,50,36.78,1712203200
4484,333,50,45.58,1712203200
4485,359,50,57.96,1712203200
4486,397,50,37.07,1712203200
4487,411,50,54.93,1712203200
4488,412,50,58.87,1712203200
4489,430,50,41.8,1712203200
4490,439,50,55.3,1712203200
4491,464,50,65.02,1712203200
4492,466,50,64.22,1712203200
4493,634,50,70.69,1712203200
4494,665,50,60.18,1712203200
4495,715,50,0.0,1712203200
4496,749,50,59.37,1712203200
4497,750,50,100.0,1712203200
4498,761,50,56.25,1712203200
4499,774,50,52.5,1712203200
4500,789,50,48.48,1712203200
4501,877,50,56.36,1712203200
4502,935,50,23.08,1712203200
4503,977,50,63.13,1712203200
4504,979,50,74.74,1712203200
4505,1010,50,59.45,1712203200
4506,1039,50,70.82,1712203200
4507,1043,50,100.0,1712203200
4508,1044,50,91.15,1712203200
4509,1051,50,44.08,1712203200
4510,1060,50,21.55,1712203200
4511,1062,50,54.75,1712203200
4512,1079,50,71.15,1712203200
4513,1167,50,48.1,1712203200
4514,1212,50,100.0,1712203200
4515,1238,50,49.75,1712203200
4516,1250,50,43.94,1712203200
4517,1346,50,0.0,1712203200
4518,1347,50,45.91,1712203200
4519,1351,50,99.0,1712203200
4520,1366,50,49.75,1712203200
4521,1372,50,0.5,1712203200
4522,1400,50,48.61,1712203200
4523,1451,50,62.57,1712203200
4524,1469,50,54.01,1712203200
4525,1495,50,84.28,1712203200
4526,1500,50,12.77,1712203200
4527,1543,50,76.52,1712203200
4528,1553,50,55.47,1712203200
4529,1600,50,62.13,1712203200
4530,1641,50,33.77,1712203200
4531,1699,50,15.17,1712203200
4532,1715,50,78.58,1712203200
4533,1716,50,59.87,1712203200
4534,1727,50,43.38,1712203200
4535,1737,50,0.0,1712203200
4536,1802,50,30.09,1712203200
4537,1806,50,37.78,1712203200
4538,1903,50,100.0,1712203200
4539,1960,50,57.08,1712203200
4540,1967,50,52.42,1712203200
4541,1992,50,22.79,1712203200
4542,13,51,36.58,1711771200
4543,58,51,63.02,1711771200
4544,80,51,45.04,1711771200
4545,95,51,64.01,1711771200
4546,113,51,73.43,1711771200
4547,135,51,56.44,1711771200
4548,139,51,90.92,1711771200
4549,194,51,54.26,1711771200
4550,223,51,13.27,1711771200
4551,257,51,90.61,1711771200
4552,298,51,69.97,1711771200
4553,301,51,50.14,1711771200
4554,383,51,74.02,1711771200
4555,412,51,100.0,1711771200
4556,439,51,44.3,1711771200
4557,450,51,28.82,1711771200
4558,464,51,67.3,1711771200
4559,501,51,78.9,1711771200
4560,531,51,20.47,1711771200
4561,634,51,78.09,1711771200
4562,640,51,1.19,1711771200
4563,665,51,62.48,1711771200
4564,672,51,52.38,1711771200
4565,824,51,95.46,1711771200
4566,877,51,71.56,1711771200
4567,902,51,52.29,1711771200
4568,935,51,69.22,1711771200
4569,977,51,85.38,1711771200
4570,979,51,56.14,1711771200
4571,982,51,47.49,1711771200
4572,990,51,83.04,1711771200
4573,1010,51,71.57,1711771200
4574,1039,51,66.22,1711771200
4575,1044,51,61.46,1711771200
4576,1062,51,54.79,1711771200
4577,1092,51,0.0,1711771200
4578,1113,51,0.0,1711771200
4579,1207,51,14.1,1711771200
4580,1212,51,0.0,1711771200
4581,1258,51,63.2,1711771200
4582,1266,51,50.66,1711771200
4583,1331,51,17.93,1711771200
4584,1346,51,0.0,1711771200
4585,1347,51,70.92,1711771200
4586,1351,51,60.11,1711771200
4587,1366,51,65.9,1711771200
4588,1387,51,100.0,1711771200
4589,1400,51,53.89,1711771200
4590,1430,51,95.24,1711771200
4591,1466,51,57.05,1711771200
4592,1495,51,72.83,1711771200
4593,1543,51,67.82,1711771200
4594,1550,51,74.31,1711771200
4595,1553,51,97.3,1711771200
4596,1578,51,100.0,1711771200
4597,1600,51,40.69,1711771200
4598,1632,51,15.01,1711771200
4599,1651,51,33.3,1711771200
4600,1673,51,0.52,1711771200
4601,1675,51,67.81,1711771200
4602,1715,51,64.13,1711771200
4603,1716,51,51.02,1711771200
4604,1720,51,70.97,1711771200
4605,1727,51,93.3,1711771200
4606,1884,51,49.23,1711771200
4607,1903,51,25.46,1711771200
4608,1959,51,29.94,1711771200
4609,1960,51,40.35,1711771200
4610,1965,51,100.0,1711771200
4611,1979,51,28.38,1711771200
4612,1992,51,67.18,1711771200
4613,80,52,100.0,1711944000
4614,83,52,28.34,1711944000
4615,113,52,77.77,1711944000
4616,135,52,56.07,1711944000
4617,139,52,21.09,1711944000
4618,257,52,76.7,1711944000
4619,275,52,65.21,1711944000
4620,295,52,66.91,1711944000
4621,298,52,50.75,1711944000
4622,300,52,41.83,1711944000
4623,359,52,46.55,1711944000
4624,383,52,2.2,1711944000
4625,397,52,29.65,1711944000
4626,408,52,29.94,1711944000
4627,412,52,29.83,1711944000
4628,439,52,97.85,1711944000
4629,450,52,100.0,1711944000
4630,453,52,97.02,1711944000
4631,464,52,53.72,1711944000
4632,531,52,35.21,1711944000
4633,661,52,75.29,1711944000
4634,672,52,36.41,1711944000
4635,675,52,100.0,1711944000
4636,715,52,37.96,1711944000
4637,749,52,40.55,1711944000
4638,761,52,49.42,1711944000
4639,877,52,74.65,1711944000
4640,935,52,52.39,1711944000
4641,977,52,69.48,1711944000
4642,982,52,93.79,1711944000
4643,990,52,79.29,1711944000
4644,1039,52,62.07,1711944000
4645,1043,52,89.55,1711944000
4646,1051,52,0.0,1711944000
4647,1062,52,25.9,1711944000
