id,userid,itemid,finalgrade,timemodified,source
3496,460,42,76.7,1710079200,teacher
3497,464,42,68.3,1710424800,teacher
3498,468,42,35.0,1710424800,teacher
3499,470,42,72.6,1710597600,teacher
3500,501,42,50.3,1710511200,teacher
3501,502,42,39.1,1710424800,teacher
3502,503,42,7.1,1710252000,teacher
3503,521,42,16.9,1710252000,teacher
3504,572,42,52.8,1710338400,teacher
3505,612,42,54.2,1710079200,teacher
3506,617,42,61.0,1710597600,teacher
3507,661,42,52.0,1710424800,teacher
3508,662,42,28.5,1710684000,teacher
3509,665,42,59.7,1710511200,teacher
3510,672,42,80.5,1710252000,teacher
3511,675,42,46.3,1710684000,teacher
3512,695,42,9.4,1710597600,teacher
3513,704,42,0.3,1710424800,teacher
3514,711,42,43.5,1710079200,teacher
3515,713,42,63.3,1710511200,teacher
3516,724,42,6.5,1710079200,teacher
3517,761,42,20.5,1710252000,teacher
3518,774,42,28.1,1710424800,teacher
3519,789,42,50.7,1710252000,teacher
3520,810,42,25.8,1710511200,teacher
3521,853,42,34.3,1710684000,teacher
3522,863,42,26.6,1710338400,teacher
3523,877,42,80.0,1710684000,teacher
3524,902,42,92.5,1710252000,teacher
3525,913,42,2.8,1710252000,teacher
3526,914,42,21.3,1710597600,teacher
3527,930,42,23.0,1710511200,teacher
3528,935,42,49.9,1710079200,teacher
3529,942,42,52.4,1710338400,teacher
3530,949,42,38.3,1710424800,teacher
3531,965,42,37.1,1710165600,teacher
3532,976,42,38.6,1710079200,teacher
3533,977,42,62.0,1710165600,teacher
3534,979,42,60.1,1710684000,teacher
3535,981,42,36.5,1710597600,teacher
3536,982,42,35.4,1710424800,teacher
3537,990,42,37.3,1710684000,teacher
3538,1007,42,23.2,1710424800,teacher
3539,1010,42,72.4,1710511200,teacher
3540,1014,42,9.5,1710079200,teacher
3541,1039,42,63.8,1710684000,teacher
3542,1043,42,38.7,1710165600,teacher
3543,1044,42,35.3,1710597600,teacher
3544,1048,42,46.9,1710079200,teacher
3545,1060,42,65.9,1710597600,teacher
3546,1062,42,58.3,1710597600,teacher
3547,1068,42,17.6,1710338400,teacher
3548,1071,42,13.3,1710165600,teacher
3549,1079,42,31.1,1710684000,teacher
3550,1083,42,23.6,1710165600,teacher
3551,1086,42,18.4,1710079200,teacher
3552,1087,42,44.3,1710165600,teacher
3553,1092,42,34.1,1710165600,teacher
3554,1113,42,40.2,1710684000,teacher
3555,1120,42,16.9,1710252000,teacher
3556,1128,42,82.2,1710424800,teacher
3557,1129,42,29.1,1710511200,teacher
3558,1144,42,50.5,1710684000,teacher
3559,1167,42,58.5,1710511200,teacher
3560,1169,42,35.5,1710511200,teacher
3561,1190,42,78.1,1710424800,teacher
3562,1200,42,49.9,1710511200,teacher
3563,1207,42,50.9,1710165600,teacher
3564,1238,42,46.6,1710511200,teacher
3565,1241,42,19.5,1710079200,teacher
3566,1257,42,16.1,1710165600,teacher
3567,1258,42,57.2,1710079200,teacher
3568,1268,42,16.3,1710424800,teacher
3569,1271,42,18.2,1710424800,teacher
3570,1306,42,38.0,1710424800,teacher
3571,1331,42,34.8,1710424800,teacher
3572,1334,42,12.8,1710338400,teacher
3573,1336,42,5.6,1710597600,teacher
3574,1347,42,57.7,1710079200,teacher
3575,1366,42,84.0,1710079200,teacher
3576,1372,42,28.0,1710597600,teacher
3577,1377,42,41.8,1710511200,teacher
3578,1387,42,68.9,1710338400,teacher
3579,1413,42,30.0,1710079200,teacher
3580,1430,42,79.8,1710165600,teacher
3581,1432,42,51.5,1710079200,teacher
3582,1440,42,10.0,1710252000,teacher
3583,1451,42,24.3,1710424800,teacher
3584,1454,42,14.1,1710079200,teacher
3585,1471,42,20.8,1710079200,teacher
3586,1478,42,14.5,1710424800,teacher
3587,1495,42,65.8,1710424800,teacher
3588,1500,42,66.2,1710079200,teacher
3589,1543,42,50.2,1710252000,teacher
3590,1550,42,50.0,1710165600,teacher
3591,1553,42,85.1,1710597600,teacher
3592,1560,42,39.2,1710597600,teacher
3593,1577,42,22.3,1710684000,teacher
3594,1578,42,39.9,1710511200,teacher
3595,1581,42,7.0,1710511200,teacher
3596,1593,42,18.6,1710511200,teacher
3597,1600,42,70.5,1710252000,teacher
3598,1626,42,36.5,1710165600,teacher
3599,1632,42,27.0,1710338400,teacher
3600,1648,42,32.3,1710079200,teacher
3601,1649,42,28.1,1710597600,teacher
3602,1651,42,65.4,1710424800,teacher
3603,1655,42,19.7,1710511200,teacher
3604,1676,42,6.4,1710597600,teacher
3605,1677,42,42.9,1710338400,teacher
3606,1700,42,64.1,1710252000,teacher
3607,1702,42,15.1,1710338400,teacher
3608,1704,42,49.1,1710684000,teacher
3609,1706,42,44.3,1710079200,teacher
3610,1714,42,9.9,1710684000,teacher
3611,1715,42,58.4,1710597600,teacher
3612,1716,42,26.6,1710338400,teacher
3613,1720,42,64.7,1710338400,teacher
3614,1731,42,21.1,1710165600,teacher
3615,1758,42,14.6,1710252000,teacher
3616,1760,42,34.2,1710252000,teacher
3617,1777,42,55.8,1710079200,teacher
3618,1802,42,43.6,1710424800,teacher
3619,1806,42,48.8,1710165600,teacher
3620,1813,42,57.6,1710252000,teacher
3621,1854,42,49.5,1710424800,teacher
3622,1867,42,22.2,1710597600,teacher
3623,1910,42,19.4,1710338400,teacher
3624,1934,42,42.5,1710511200,teacher
3625,1950,42,3.0,1710165600,teacher
3626,1954,42,14.6,1710252000,teacher
3627,1965,42,32.2,1710424800,teacher
3628,1967,42,51.2,1710597600,teacher
3629,1981,42,20.9,1710252000,teacher
3630,1983,42,3.9,1710684000,teacher
3631,1992,42,38.0,1710252000,teacher
3632,1999,42,41.2,1710252000,teacher
3633,6,43,18.3,1710154800,teacher
3634,8,43,32.8,1710500400,teacher
3635,12,43,22.0,1710241200,teacher
3636,13,43,50.8,1710673200,teacher
3637,19,43,54.2,1710759600,teacher
3638,34,43,77.6,1710586800,teacher
3639,40,43,25.4,1710414000,teacher
3640,55,43,53.1,1710500400,teacher
3641,58,43,67.6,1710759600,teacher
3642,83,43,49.7,1710154800,teacher
3643,95,43,62.7,1710586800,teacher
3644,96,43,54.8,1710586800,teacher
3645,113,43,76.8,1710673200,teacher
3646,118,43,48.9,1710673200,teacher
3647,186,43,67.9,1710759600,teacher
3648,194,43,16.4,1710759600,teacher
3649,214,43,35.9,1710241200,teacher
3650,241,43,30.4,1710327600,teacher
3651,252,43,23.9,1710500400,teacher
3652,265,43,28.3,1710154800,teacher
3653,279,43,39.1,1710327600,teacher
3654,295,43,41.3,1710414000,teacher
3655,296,43,11.2,1710586800,teacher
3656,298,43,37.0,1710154800,teacher
3657,321,43,44.2,1710154800,teacher
3658,333,43,33.7,1710500400,teacher
3659,345,43,44.3,1710586800,teacher
3660,357,43,47.3,1710154800,teacher
3661,358,43,39.6,1710327600,teacher
3662,359,43,45.4,1710759600,teacher
3663,380,43,53.6,1710500400,teacher
3664,383,43,15.1,1710586800,teacher
3665,386,43,47.0,1710586800,teacher
3666,403,43,47.9,1710241200,teacher
3667,406,43,29.0,1710327600,teacher
3668,411,43,48.3,1710154800,teacher
3669,412,43,20.6,1710500400,teacher
3670,418,43,39.5,1710154800,teacher
3671,439,43,61.0,1710154800,teacher
3672,452,43,36.1,1710586800,teacher
3673,453,43,44.5,1710759600,teacher
3674,459,43,43.8,1710673200,teacher
3675,460,43,49.6,1710500400,teacher
3676,464,43,72.5,1710241200,teacher
3677,466,43,67.2,1710414000,teacher
3678,470,43,90.0,1710500400,teacher
3679,506,43,20.0,1710414000,teacher
3680,521,43,20.7,1710154800,teacher
3681,554,43,37.6,1710241200,teacher
3682,603,43,15.4,1710586800,teacher
3683,612,43,54.6,1710154800,teacher
3684,617,43,59.3,1710154800,teacher
3685,634,43,51.2,1710673200,teacher
3686,661,43,77.9,1710586800,teacher
3687,662,43,23.3,1710759600,teacher
3688,665,43,35.9,1710241200,teacher
3689,668,43,20.3,1710500400,teacher
3690,672,43,52.3,1710673200,teacher
3691,675,43,72.3,1710673200,teacher
3692,688,43,20.5,1710673200,teacher
3693,692,43,33.2,1710154800,teacher
3694,711,43,0.0,1710327600,teacher
3695,713,43,38.8,1710500400,teacher
3696,724,43,10.0,1710759600,teacher
3697,749,43,50.6,1710673200,teacher
3698,761,43,58.1,1710241200,teacher
3699,774,43,31.5,1710327600,teacher
3700,803,43,30.6,1710586800,teacher
3701,810,43,24.8,1710327600,teacher
3702,838,43,26.8,1710327600,teacher
3703,857,43,77.3,1710414000,teacher
3704,863,43,44.9,1710241200,teacher
3705,871,43,40.2,1710414000,teacher
3706,877,43,76.6,1710500400,teacher
3707,902,43,58.3,1710414000,teacher
3708,912,43,23.2,1710241200,teacher
3709,915,43,14.5,1710154800,teacher
3710,935,43,51.1,1710586800,teacher
3711,965,43,11.5,1710327600,teacher
3712,967,43,17.9,1710759600,teacher
3713,976,43,5.4,1710327600,teacher
3714,977,43,76.0,1710241200,teacher
3715,979,43,84.1,1710586800,teacher
3716,982,43,41.2,1710154800,teacher
3717,990,43,30.2,1710241200,teacher
3718,995,43,7.6,1710673200,teacher
3719,999,43,38.2,1710154800,teacher
3720,1010,43,52.1,1710500400,teacher
3721,1017,43,42.6,1710414000,teacher
3722,1039,43,49.9,1710673200,teacher
3723,1044,43,38.0,1710673200,teacher
3724,1049,43,13.6,1710241200,teacher
3725,1057,43,2.0,1710586800,teacher
3726,1068,43,24.9,1710759600,teacher
3727,1083,43,18.4,1710673200,teacher
3728,1087,43,75.9,1710327600,teacher
3729,1088,43,37.1,1710586800,teacher
3730,1104,43,28.0,1710759600,teacher
3731,1113,43,34.4,1710241200,teacher
3732,1118,43,56.6,1710759600,teacher
3733,1120,43,49.3,1710327600,teacher
3734,1128,43,40.6,1710154800,teacher
3735,1129,43,43.0,1710327600,teacher
3736,1134,43,31.8,1710414000,teacher
3737,1135,43,24.9,1710673200,teacher
3738,1144,43,29.2,1710500400,teacher
3739,1166,43,11.7,1710241200,teacher
3740,1167,43,18.1,1710154800,teacher
3741,1190,43,34.1,1710759600,teacher
3742,1193,43,20.1,1710673200,teacher
3743,1207,43,54.8,1710414000,teacher
3744,1212,43,41.1,1710673200,teacher
3745,1223,43,4.2,1710327600,teacher
3746,1241,43,49.3,1710586800,teacher
3747,1257,43,51.6,1710500400,teacher
3748,1258,43,68.6,1710154800,teacher
3749,1268,43,19.8,1710154800,teacher
3750,1320,43,4.6,1710759600,teacher
3751,1331,43,23.9,1710327600,teacher
3752,1336,43,20.4,1710414000,teacher
3753,1342,43,64.1,1710759600,teacher
3754,1347,43,75.0,1710759600,teacher
3755,1366,43,60.7,1710241200,teacher
3756,1378,43,12.2,1710241200,teacher
3757,1385,43,17.2,1710327600,teacher
3758,1387,43,56.7,1710327600,teacher
3759,1400,43,70.0,1710414000,teacher
3760,1412,43,7.8,1710414000,teacher
3761,1413,43,63.4,1710241200,teacher
3762,1419,43,25.4,1710673200,teacher
3763,1430,43,58.2,1710586800,teacher
3764,1432,43,38.1,1710586800,teacher
3765,1465,43,31.0,1710500400,teacher
3766,1466,43,48.9,1710586800,teacher
3767,1469,43,26.3,1710586800,teacher
3768,1489,43,22.7,1710414000,teacher
3769,1495,43,55.9,1710500400,teacher
3770,1543,43,43.9,1710759600,teacher
3771,1550,43,45.3,1710154800,teacher
3772,1553,43,91.2,1710500400,teacher
3773,1562,43,23.4,1710414000,teacher
3774,1563,43,6.6,1710327600,teacher
3775,1577,43,60.6,1710154800,teacher
3776,1593,43,14.4,1710414000,teacher
3777,1600,43,39.5,1710414000,teacher
3778,1607,43,32.9,1710500400,teacher
3779,1619,43,26.5,1710586800,teacher
3780,1626,43,66.9,1710414000,teacher
3781,1648,43,63.0,1710154800,teacher
3782,1651,43,67.4,1710414000,teacher
3783,1673,43,25.4,1710241200,teacher
3784,1675,43,24.8,1710327600,teacher
3785,1676,43,25.1,1710500400,teacher
3786,1677,43,27.9,1710759600,teacher
3787,1700,43,61.4,1710414000,teacher
3788,1704,43,69.6,1710241200,teacher
3789,1709,43,14.3,1710327600,teacher
3790,1715,43,47.7,1710759600,teacher
3791,1716,43,53.4,1710414000,teacher
3792,1720,43,42.6,1710414000,teacher
3793,1727,43,44.3,1710327600,teacher
3794,1753,43,8.6,1710414000,teacher
3795,1758,43,33.1,1710327600,teacher
3796,1759,43,32.4,1710673200,teacher
3797,1767,43,7.8,1710327600,teacher
3798,1777,43,49.5,1710414000,teacher
3799,1802,43,61.8,1710327600,teacher
3800,1813,43,23.3,1710241200,teacher
3801,1829,43,41.3,1710327600,teacher
3802,1852,43,15.1,1710414000,teacher
3803,1854,43,37.4,1710241200,teacher
3804,1867,43,15.7,1710241200,teacher
3805,1870,43,31.4,1710327600,teacher
3806,1884,43,71.1,1710154800,teacher
3807,1905,43,46.9,1710759600,teacher
3808,1920,43,20.0,1710414000,teacher
3809,1934,43,54.4,1710673200,teacher
3810,1951,43,13.2,1710673200,teacher
3811,1959,43,73.5,1710414000,teacher
3812,1960,43,35.1,1710586800,teacher
3813,1961,43,71.2,1710241200,teacher
3814,1967,43,29.1,1710586800,teacher
3815,1978,43,16.4,1710414000,teacher
3816,1979,43,64.3,1710759600,teacher
3817,1999,43,37.7,1710414000,teacher
3818,8,44,53.3,1710550800,teacher
3819,13,44,34.9,1710637200,teacher
3820,34,44,90.7,1710378000,teacher
3821,40,44,44.5,1710205200,teacher
3822,55,44,58.7,1710464400,teacher
3823,58,44,81.6,1710205200,teacher
3824,73,44,34.0,1710550800,teacher
3825,80,44,36.3,1710723600,teacher
3826,95,44,58.2,1710205200,teacher
3827,96,44,39.9,1710550800,teacher
3828,113,44,67.7,1710205200,teacher
3829,116,44,38.8,1710378000,teacher
3830,118,44,27.6,1710723600,teacher
3831,135,44,84.7,1710291600,teacher
3832,139,44,44.6,1710550800,teacher
3833,151,44,62.1,1710378000,teacher
3834,182,44,23.5,1710205200,teacher
3835,189,44,57.4,1710205200,teacher
3836,194,44,38.1,1710378000,teacher
3837,202,44,28.8,1710205200,teacher
3838,208,44,37.6,1710723600,teacher
3839,223,44,74.9,1710205200,teacher
3840,224,44,29.1,1710637200,teacher
3841,233,44,18.9,1710118800,teacher
3842,241,44,34.7,1710291600,teacher
3843,246,44,13.2,1710464400,teacher
3844,252,44,14.0,1710550800,teacher
3845,257,44,48.5,1710378000,teacher
3846,275,44,43.3,1710723600,teacher
3847,296,44,33.7,1710291600,teacher
3848,297,44,6.4,1710550800,teacher
3849,298,44,68.0,1710723600,teacher
3850,321,44,35.8,1710550800,teacher
3851,342,44,29.5,1710378000,teacher
3852,345,44,66.4,1710291600,teacher
3853,357,44,54.8,1710118800,teacher
3854,358,44,38.7,1710637200,teacher
3855,359,44,46.0,1710637200,teacher
3856,370,44,19.5,1710637200,teacher
3857,380,44,29.8,1710205200,teacher
3858,382,44,32.2,1710464400,teacher
3859,383,44,62.0,1710550800,teacher
3860,386,44,20.2,1710723600,teacher
3861,388,44,37.7,1710118800,teacher
3862,402,44,26.9,1710464400,teacher
3863,403,44,48.0,1710205200,teacher
3864,405,44,14.6,1710378000,teacher
3865,406,44,5.6,1710205200,teacher
3866,411,44,57.1,1710118800,teacher
3867,412,44,54.7,1710118800,teacher
3868,430,44,27.5,1710118800,teacher
3869,439,44,33.2,1710637200,teacher
3870,447,44,35.6,1710550800,teacher
3871,450,44,54.4,1710550800,teacher
3872,453,44,53.1,1710378000,teacher
3873,464,44,78.5,1710637200,teacher
3874,466,44,42.7,1710464400,teacher
3875,470,44,49.8,1710205200,teacher
3876,501,44,39.1,1710205200,teacher
3877,502,44,19.0,1710637200,teacher
3878,506,44,33.2,1710464400,teacher
3879,572,44,49.7,1710118800,teacher
3880,591,44,12.0,1710464400,teacher
3881,603,44,17.0,1710378000,teacher
3882,612,44,30.4,1710291600,teacher
3883,634,44,77.3,1710550800,teacher
3884,640,44,12.5,1710464400,teacher
3885,655,44,20.5,1710464400,teacher
3886,657,44,26.5,1710291600,teacher
3887,661,44,53.3,1710378000,teacher
3888,665,44,55.8,1710291600,teacher
3889,672,44,53.7,1710464400,teacher
3890,675,44,69.3,1710637200,teacher
3891,692,44,0.0,1710637200,teacher
3892,715,44,45.5,1710637200,teacher
3893,774,44,49.4,1710291600,teacher
3894,782,44,40.8,1710118800,teacher
3895,785,44,10.9,1710291600,teacher
3896,789,44,47.2,1710118800,teacher
3897,824,44,31.3,1710550800,teacher
3898,853,44,25.8,1710118800,teacher
3899,857,44,40.0,1710723600,teacher
3900,863,44,49.5,1710205200,teacher
3901,867,44,25.4,1710378000,teacher
3902,871,44,33.5,1710637200,teacher
3903,877,44,69.0,1710205200,teacher
3904,902,44,29.7,1710723600,teacher
3905,915,44,23.5,1710205200,teacher
3906,930,44,37.8,1710637200,teacher
3907,949,44,19.2,1710118800,teacher
3908,965,44,14.7,1710464400,teacher
3909,977,44,71.9,1710723600,teacher
3910,979,44,63.3,1710118800,teacher
3911,981,44,43.9,1710205200,teacher
3912,990,44,17.2,1710464400,teacher
3913,999,44,11.4,1710118800,teacher
3914,1010,44,51.3,1710464400,teacher
3915,1017,44,55.9,1710464400,teacher
3916,1034,44,12.3,1710291600,teacher
3917,1039,44,54.0,1710118800,teacher
3918,1043,44,33.7,1710637200,teacher
3919,1060,44,49.2,1710723600,teacher
3920,1062,44,46.0,1710637200,teacher
3921,1068,44,61.4,1710464400,teacher
3922,1071,44,25.0,1710205200,teacher
3923,1082,44,24.4,1710205200,teacher
3924,1087,44,53.8,1710118800,teacher
3925,1088,44,40.6,1710723600,teacher
3926,1092,44,31.5,1710550800,teacher
3927,1104,44,50.8,1710291600,teacher
3928,1118,44,55.2,1710378000,teacher
3929,1128,44,39.0,1710464400,teacher
3930,1129,44,43.9,1710550800,teacher
3931,1134,44,29.9,1710637200,teacher
3932,1167,44,30.8,1710205200,teacher
3933,1169,44,51.0,1710205200,teacher
3934,1188,44,1.9,1710118800,teacher
3935,1212,44,28.3,1710205200,teacher
3936,1238,44,54.6,1710464400,teacher
3937,1250,44,41.4,1710378000,teacher
3938,1257,44,49.5,1710550800,teacher
3939,1258,44,50.5,1710118800,teacher
3940,1266,44,46.6,1710291600,teacher
3941,1268,44,32.6,1710637200,teacher
3942,1271,44,13.1,1710464400,teacher
3943,1320,44,4.1,1710378000,teacher
3944,1339,44,26.6,1710550800,teacher
3945,1342,44,33.1,1710723600,teacher
3946,1346,44,46.1,1710118800,teacher
3947,1347,44,74.4,1710464400,teacher
3948,1355,44,13.6,1710637200,teacher
3949,1366,44,66.2,1710723600,teacher
3950,1372,44,26.3,1710723600,teacher
3951,1377,44,45.3,1710378000,teacher
3952,1378,44,32.6,1710550800,teacher
3953,1385,44,16.6,1710637200,teacher
3954,1400,44,73.9,1710205200,teacher
3955,1412,44,18.5,1710378000,teacher
3956,1413,44,52.9,1710291600,teacher
3957,1430,44,57.1,1710205200,teacher
3958,1439,44,30.0,1710118800,teacher
3959,1447,44,23.2,1710118800,teacher
3960,1453,44,39.2,1710637200,teacher
3961,1465,44,51.0,1710118800,teacher
3962,1471,44,25.5,1710637200,teacher
3963,1478,44,47.8,1710205200,teacher
3964,1492,44,37.9,1710378000,teacher
3965,1495,44,81.6,1710550800,teacher
3966,1518,44,23.7,1710378000,teacher
3967,1543,44,80.0,1710637200,teacher
3968,1550,44,39.9,1710205200,teacher
3969,1562,44,29.6,1710205200,teacher
3970,1563,44,20.0,1710118800,teacher
3971,1564,44,19.4,1710205200,teacher
3972,1578,44,28.4,1710205200,teacher
3973,1600,44,54.7,1710464400,teacher
3974,1607,44,20.0,1710550800,teacher
3975,1626,44,75.6,1710637200,teacher
3976,1632,44,14.1,1710378000,teacher
3977,1651,44,75.2,1710550800,teacher
3978,1676,44,18.9,1710550800,teacher
3979,1677,44,63.9,1710723600,teacher
3980,1700,44,32.3,1710205200,teacher
3981,1714,44,6.8,1710637200,teacher
3982,1720,44,45.3,1710205200,teacher
3983,1727,44,43.8,1710550800,teacher
3984,1744,44,22.6,1710723600,teacher
3985,1759,44,36.2,1710464400,teacher
3986,1767,44,6.1,1710205200,teacher
3987,1777,44,44.6,1710205200,teacher
3988,1802,44,55.1,1710291600,teacher
3989,1829,44,22.6,1710637200,teacher
3990,1854,44,36.2,1710378000,teacher
3991,1870,44,3.9,1710118800,teacher
3992,1884,44,35.0,1710550800,teacher
3993,1934,44,22.0,1710637200,teacher
3994,1951,44,22.5,1710118800,teacher
3995,1959,44,44.3,1710205200,teacher
3996,1960,44,49.8,1710291600,teacher
3997,1965,44,51.6,1710205200,teacher
3998,1978,44,50.4,1710291600,teacher
3999,1979,44,45.2,1710378000,teacher
4000,1983,44,40.1,1710118800,teacher
4001,1992,44,37.4,1710637200,teacher
4002,13,45,41.6,1710115200,teacher
4003,19,45,34.5,1710028800,teacher
4004,24,45,37.5,1710460800,teacher
4005,34,45,89.3,1710460800,teacher
4006,40,45,32.4,1710201600,teacher
4007,45,45,42.5,1710288000,teacher
4008,55,45,46.6,1710633600,teacher
4009,58,45,56.9,1710201600,teacher
4010,73,45,8.3,1710460800,teacher
4011,83,45,35.0,1710460800,teacher
4012,95,45,38.8,1710633600,teacher
4013,96,45,57.2,1710633600,teacher
4014,113,45,49.8,1710201600,teacher
4015,116,45,11.0,1710028800,teacher
4016,118,45,20.2,1710288000,teacher
4017,135,45,78.5,1710028800,teacher
4018,139,45,57.7,1710201600,teacher
4019,151,45,48.1,1710028800,teacher
4020,186,45,30.8,1710288000,teacher
4021,189,45,59.2,1710460800,teacher
4022,194,45,39.6,1710547200,teacher
4023,202,45,19.6,1710460800,teacher
4024,214,45,47.2,1710028800,teacher
4025,241,45,67.7,1710460800,teacher
4026,252,45,13.8,1710633600,teacher
4027,257,45,26.2,1710374400,teacher
4028,295,45,53.8,1710460800,teacher
4029,296,45,17.3,1710633600,teacher
4030,298,45,27.9,1710028800,teacher
4031,300,45,30.8,1710115200,teacher
4032,301,45,39.3,1710288000,teacher
4033,333,45,39.9,1710547200,teacher
4034,345,45,43.3,1710633600,teacher
4035,359,45,81.4,1710115200,teacher
4036,370,45,28.0,1710028800,teacher
4037,380,45,43.8,1710115200,teacher
4038,383,45,68.8,1710633600,teacher
4039,397,45,38.7,1710028800,teacher
4040,403,45,56.7,1710288000,teacher
4041,406,45,20.5,1710028800,teacher
4042,408,45,50.1,1710028800,teacher
4043,411,45,39.6,1710115200,teacher
4044,412,45,30.3,1710633600,teacher
4045,418,45,42.0,1710633600,teacher
4046,420,45,20.0,1710028800,teacher
4047,430,45,29.5,1710374400,teacher
4048,432,45,42.4,1710633600,teacher
4049,439,45,37.9,1710201600,teacher
4050,460,45,57.3,1710115200,teacher
4051,466,45,60.0,1710028800,teacher
4052,470,45,61.3,1710115200,teacher
4053,501,45,32.8,1710633600,teacher
4054,506,45,27.5,1710201600,teacher
4055,531,45,71.4,1710374400,teacher
4056,544,45,24.7,1710547200,teacher
4057,554,45,16.8,1710028800,teacher
4058,591,45,16.9,1710201600,teacher
4059,617,45,33.5,1710547200,teacher
4060,634,45,54.2,1710460800,teacher
4061,640,45,26.6,1710460800,teacher
4062,646,45,3.8,1710374400,teacher
4063,657,45,29.8,1710633600,teacher
4064,661,45,68.1,1710201600,teacher
4065,662,45,40.0,1710547200,teacher
4066,665,45,51.9,1710028800,teacher
4067,675,45,65.9,1710201600,teacher
4068,688,45,53.7,1710288000,teacher
4069,704,45,15.9,1710547200,teacher
4070,713,45,39.2,1710460800,teacher
4071,724,45,22.5,1710633600,teacher
4072,749,45,45.0,1710115200,teacher
4073,750,45,37.8,1710460800,teacher
4074,758,45,15.2,1710460800,teacher
4075,810,45,15.4,1710115200,teacher
4076,824,45,51.2,1710288000,teacher
4077,838,45,4.1,1710115200,teacher
4078,863,45,55.6,1710115200,teacher
4079,867,45,24.0,1710028800,teacher
4080,871,45,36.5,1710028800,teacher
4081,902,45,57.6,1710374400,teacher
4082,915,45,22.7,1710288000,teacher
4083,930,45,75.9,1710115200,teacher
4084,942,45,61.5,1710288000,teacher
4085,976,45,50.7,1710547200,teacher
4086,977,45,63.9,1710547200,teacher
4087,979,45,84.0,1710115200,teacher
4088,995,45,28.5,1710460800,teacher
4089,1007,45,24.4,1710547200,teacher
4090,1010,45,74.0,1710115200,teacher
4091,1017,45,49.7,1710115200,teacher
4092,1027,45,32.8,1710547200,teacher
4093,1039,45,58.4,1710201600,teacher
4094,1044,45,27.1,1710633600,teacher
4095,1051,45,49.9,1710201600,teacher
4096,1057,45,22.2,1710201600,teacher
4097,1068,45,26.4,1710028800,teacher
4098,1079,45,52.3,1710633600,teacher
4099,1082,45,21.8,1710633600,teacher
4100,1086,45,41.1,1710028800,teacher
4101,1088,45,27.4,1710288000,teacher
4102,1104,45,55.1,1710547200,teacher
4103,1109,45,37.2,1710633600,teacher
4104,1118,45,18.3,1710288000,teacher
4105,1128,45,32.7,1710115200,teacher
4106,1129,45,68.4,1710288000,teacher
4107,1134,45,25.5,1710547200,teacher
4108,1144,45,45.9,1710547200,teacher
4109,1152,45,35.2,1710633600,teacher
4110,1166,45,43.1,1710374400,teacher
4111,1167,45,29.2,1710028800,teacher
4112,1169,45,10.8,1710288000,teacher
4113,1190,45,54.1,1710547200,teacher
4114,1193,45,25.0,1710201600,teacher
4115,1200,45,55.9,1710633600,teacher
4116,1207,45,56.5,1710288000,teacher
4117,1238,45,85.2,1710374400,teacher
4118,1258,45,50.2,1710288000,teacher
4119,1266,45,36.1,1710028800,teacher
4120,1271,45,10.0,1710028800,teacher
4121,1279,45,7.1,1710028800,teacher
4122,1306,45,24.1,1710460800,teacher
4123,1320,45,21.5,1710460800,teacher
4124,1331,45,30.9,1710201600,teacher
4125,1342,45,39.6,1710460800,teacher
4126,1346,45,54.9,1710115200,teacher
4127,1347,45,79.6,1710201600,teacher
4128,1351,45,53.0,1710547200,teacher
4129,1355,45,16.9,1710460800,teacher
4130,1366,45,56.7,1710460800,teacher
4131,1372,45,7.1,1710201600,teacher
4132,1385,45,23.2,1710201600,teacher
4133,1387,45,58.7,1710201600,teacher
4134,1400,45,80.0,1710028800,teacher
4135,1430,45,52.6,1710288000,teacher
4136,1432,45,54.3,1710374400,teacher
4137,1447,45,44.4,1710288000,teacher
4138,1453,45,11.8,1710115200,teacher
4139,1459,45,23.8,1710547200,teacher
4140,1465,45,41.6,1710288000,teacher
4141,1466,45,42.3,1710115200,teacher
4142,1469,45,46.5,1710115200,teacher
4143,1489,45,19.3,1710460800,teacher
4144,1492,45,57.1,1710288000,teacher
4145,1495,45,59.9,1710115200,teacher
4146,1518,45,56.3,1710028800,teacher
4147,1543,45,68.1,1710633600,teacher
4148,1550,45,84.9,1710374400,teacher
4149,1553,45,35.2,1710028800,teacher
4150,1562,45,35.7,1710288000,teacher
4151,1577,45,26.0,1710115200,teacher
4152,1578,45,47.1,1710288000,teacher
4153,1600,45,65.0,1710460800,teacher
4154,1619,45,33.5,1710460800,teacher
4155,1632,45,17.5,1710374400,teacher
4156,1641,45,52.0,1710547200,teacher
4157,1648,45,64.6,1710633600,teacher
4158,1649,45,41.2,1710201600,teacher
4159,1651,45,91.5,1710460800,teacher
4160,1673,45,52.5,1710374400,teacher
4161,1675,45,42.7,1710115200,teacher
4162,1699,45,24.8,1710460800,teacher
4163,1700,45,40.8,1710288000,teacher
4164,1701,45,35.0,1710115200,teacher
4165,1706,45,39.9,1710028800,teacher
4166,1709,45,32.8,1710374400,teacher
4167,1715,45,61.5,1710028800,teacher
4168,1716,45,45.1,1710374400,teacher
4169,1720,45,35.0,1710028800,teacher
4170,1727,45,54.4,1710547200,teacher
4171,1737,45,16.2,1710460800,teacher
4172,1744,45,27.5,1710460800,teacher
4173,1759,45,8.7,1710288000,teacher
4174,1777,45,82.2,1710460800,teacher
4175,1802,45,62.2,1710633600,teacher
