id,quiz,userid,uniqueid,timestart,timefinish,sumgrades,state,duration_minutes
3170,13,1802,3170,1709895416,1709895600,61.8,finished,3.06
3171,13,1806,3171,1709895421,1709895600,36.6,finished,2.97
3172,13,1813,3172,1709895466,1709895600,23.3,finished,2.23
3173,13,1829,3173,1709895436,1709895600,41.3,finished,2.72
3174,13,1852,3174,1709895427,1709895600,15.1,finished,2.88
3175,13,1854,3175,1709895325,1709895600,37.4,finished,4.58
3176,13,1867,3176,1709895465,1709895600,15.7,finished,2.25
3177,13,1870,3177,1709895406,1709895600,31.4,finished,3.22
3178,13,1884,3178,1709895350,1709895600,71.1,finished,4.16
3179,13,1903,3179,1709895435,1709895600,40.9,finished,2.74
3180,13,1905,3180,1709895464,1709895600,46.9,finished,2.25
3181,13,1910,3181,1709895314,1709895600,8.2,finished,4.76
3182,13,1920,3182,1709895525,1709895600,20.0,finished,1.23
3183,13,1934,3183,1709895325,1709895600,54.4,finished,4.58
3184,13,1951,3184,1709895413,1709895600,13.2,finished,3.1
3185,13,1954,3185,1709895311,1709895600,17.4,finished,4.8
3186,13,1959,3186,1709895375,1709895600,73.5,finished,3.74
3187,13,1960,3187,1709895365,1709895600,35.1,finished,3.91
3188,13,1961,3188,1709895390,1709895600,71.2,finished,3.49
3189,13,1967,3189,1709895489,1709895600,29.1,finished,1.85
3190,13,1978,3190,1709895362,1709895600,16.4,finished,3.97
3191,13,1979,3191,1709895388,1709895600,64.3,finished,3.53
3192,13,1983,3192,1709895388,1709895600,8.1,finished,3.52
3193,13,1999,3193,1709895436,1709895600,37.7,finished,2.72
3194,14,8,3194,1709859381,1709859600,53.3,finished,3.64
3195,14,13,3195,1709859441,1709859600,34.9,finished,2.64
3196,14,24,3196,1709859532,1709859600,10.5,finished,1.13
3197,14,34,3197,1709859314,1709859600,90.7,finished,4.76
3198,14,40,3198,1709859350,1709859600,44.5,finished,4.15
3199,14,55,3199,1709859538,1709859600,58.7,finished,1.02
3200,14,58,3200,1709859454,1709859600,81.6,finished,2.42
3201,14,73,3201,1709859375,1709859600,34.0,finished,3.74
3202,14,80,3202,1709859324,1709859600,36.3,finished,4.58
3203,14,95,3203,1709859381,1709859600,58.2,finished,3.65
3204,14,96,3204,1709859378,1709859600,39.9,finished,3.69
3205,14,101,3205,1709859326,1709859600,21.1,finished,4.56
3206,14,113,3206,1709859454,1709859600,67.7,finished,2.42
3207,14,116,3207,1709859399,1709859600,38.8,finished,3.33
3208,14,118,3208,1709859480,1709859600,27.6,finished,1.99
3209,14,132,3209,1709859443,1709859600,7.8,finished,2.61
3210,14,135,3210,1709859327,1709859600,84.7,finished,4.55
3211,14,139,3211,1709859438,1709859600,44.6,finished,2.68
3212,14,151,3212,1709859456,1709859600,62.1,finished,2.39
3213,14,182,3213,1709859349,1709859600,23.5,finished,4.18
3214,14,189,3214,1709859335,1709859600,57.4,finished,4.4
3215,14,194,3215,1709859301,1709859600,38.1,finished,4.98
3216,14,198,3216,1709859537,1709859600,39.1,finished,1.05
3217,14,202,3217,1709859368,1709859600,28.8,finished,3.86
3218,14,208,3218,1709859315,1709859600,37.6,finished,4.75
3219,14,223,3219,1709859368,1709859600,74.9,finished,3.87
3220,14,224,3220,1709859516,1709859600,29.1,finished,1.38
3221,14,233,3221,1709859524,1709859600,18.9,finished,1.26
3222,14,241,3222,1709859470,1709859600,34.7,finished,2.16
3223,14,246,3223,1709859498,1709859600,13.2,finished,1.69
3224,14,252,3224,1709859398,1709859600,14.0,finished,3.35
3225,14,257,3225,1709859516,1709859600,48.5,finished,1.4
3226,14,275,3226,1709859412,1709859600,43.3,finished,3.13
3227,14,296,3227,1709859344,1709859600,33.7,finished,4.26
3228,14,297,3228,1709859377,1709859600,6.4,finished,3.71
3229,14,298,3229,1709859401,1709859600,68.0,finished,3.31
3230,14,320,3230,1709859434,1709859600,26.4,finished,2.76
3231,14,321,3231,1709859509,1709859600,35.8,finished,1.5
3232,14,342,3232,1709859503,1709859600,29.5,finished,1.61
3233,14,345,3233,1709859517,1709859600,66.4,finished,1.37
3234,14,357,3234,1709859405,1709859600,54.8,finished,3.23
3235,14,358,3235,1709859443,1709859600,38.7,finished,2.61
3236,14,359,3236,1709859316,1709859600,46.0,finished,4.72
3237,14,370,3237,1709859317,1709859600,19.5,finished,4.71
3238,14,380,3238,1709859369,1709859600,29.8,finished,3.84
3239,14,382,3239,1709859410,1709859600,32.2,finished,3.15
3240,14,383,3240,1709859362,1709859600,62.0,finished,3.96
3241,14,386,3241,1709859376,1709859600,20.2,finished,3.73
3242,14,388,3242,1709859315,1709859600,37.7,finished,4.74
3243,14,397,3243,1709859511,1709859600,35.5,finished,1.47
3244,14,402,3244,1709859431,1709859600,26.9,finished,2.81
3245,14,403,3245,1709859463,1709859600,48.0,finished,2.27
3246,14,405,3246,1709859518,1709859600,14.6,finished,1.36
3247,14,406,3247,1709859485,1709859600,5.6,finished,1.91
3248,14,411,3248,1709859503,1709859600,57.1,finished,1.61
3249,14,412,3249,1709859331,1709859600,54.7,finished,4.47
3250,14,418,3250,1709859332,1709859600,31.6,finished,4.46
3251,14,430,3251,1709859370,1709859600,27.5,finished,3.83
3252,14,432,3252,1709859526,1709859600,20.7,finished,1.22
3253,14,439,3253,1709859413,1709859600,33.2,finished,3.11
3254,14,447,3254,1709859374,1709859600,35.6,finished,3.76
3255,14,450,3255,1709859306,1709859600,54.4,finished,4.89
3256,14,453,3256,1709859446,1709859600,53.1,finished,2.56
3257,14,464,3257,1709859309,1709859600,78.5,finished,4.84
3258,14,466,3258,1709859349,1709859600,42.7,finished,4.17
3259,14,470,3259,1709859372,1709859600,49.8,finished,3.8
3260,14,501,3260,1709859400,1709859600,39.1,finished,3.33
3261,14,502,3261,1709859377,1709859600,19.0,finished,3.71
3262,14,506,3262,1709859404,1709859600,33.2,finished,3.26
3263,14,531,3263,1709859444,1709859600,63.0,finished,2.59
3264,14,544,3264,1709859311,1709859600,34.9,finished,4.81
3265,14,554,3265,1709859432,1709859600,33.3,finished,2.79
3266,14,572,3266,1709859521,1709859600,49.7,finished,1.31
3267,14,577,3267,1709859501,1709859600,40.2,finished,1.65
3268,14,591,3268,1709859507,1709859600,12.0,finished,1.55
3269,14,599,3269,1709859519,1709859600,30.0,finished,1.35
3270,14,603,3270,1709859368,1709859600,17.0,finished,3.85
3271,14,612,3271,1709859497,1709859600,30.4,finished,1.71
3272,14,634,3272,1709859358,1709859600,77.3,finished,4.03
3273,14,640,3273,1709859478,1709859600,12.5,finished,2.02
3274,14,655,3274,1709859417,1709859600,20.5,finished,3.04
3275,14,657,3275,1709859351,1709859600,26.5,finished,4.14
3276,14,661,3276,1709859498,1709859600,53.3,finished,1.7
3277,14,662,3277,1709859406,1709859600,14.1,finished,3.22
3278,14,665,3278,1709859513,1709859600,55.8,finished,1.44
3279,14,672,3279,1709859474,1709859600,53.7,finished,2.08
3280,14,675,3280,1709859449,1709859600,69.3,finished,2.51
3281,14,692,3281,1709859339,1709859600,0.0,finished,4.35
3282,14,713,3282,1709859332,1709859600,39.1,finished,4.47
3283,14,715,3283,1709859380,1709859600,45.5,finished,3.66
3284,14,724,3284,1709859538,1709859600,38.1,finished,1.03
3285,14,750,3285,1709859411,1709859600,20.6,finished,3.14
3286,14,758,3286,1709859374,1709859600,10.4,finished,3.75
3287,14,774,3287,1709859381,1709859600,49.4,finished,3.64
3288,14,782,3288,1709859508,1709859600,40.8,finished,1.53
3289,14,785,3289,1709859411,1709859600,10.9,finished,3.14
3290,14,789,3290,1709859329,1709859600,47.2,finished,4.51
3291,14,803,3291,1709859326,1709859600,28.2,finished,4.55
3292,14,824,3292,1709859398,1709859600,31.3,finished,3.36
3293,14,853,3293,1709859426,1709859600,25.8,finished,2.89
3294,14,857,3294,1709859527,1709859600,40.0,finished,1.2
3295,14,863,3295,1709859516,1709859600,49.5,finished,1.39
3296,14,867,3296,1709859401,1709859600,25.4,finished,3.31
3297,14,871,3297,1709859501,1709859600,33.5,finished,1.64
3298,14,877,3298,1709859453,1709859600,69.0,finished,2.44
3299,14,902,3299,1709859306,1709859600,29.7,finished,4.9
3300,14,915,3300,1709859493,1709859600,23.5,finished,1.77
3301,14,930,3301,1709859310,1709859600,37.8,finished,4.82
3302,14,942,3302,1709859349,1709859600,27.0,finished,4.18
3303,14,949,3303,1709859483,1709859600,19.2,finished,1.94
3304,14,965,3304,1709859310,1709859600,14.7,finished,4.82
3305,14,977,3305,1709859473,1709859600,71.9,finished,2.11
3306,14,979,3306,1709859471,1709859600,63.3,finished,2.15
3307,14,981,3307,1709859536,1709859600,43.9,finished,1.06
3308,14,982,3308,1709859462,1709859600,34.0,finished,2.29
3309,14,990,3309,1709859340,1709859600,17.2,finished,4.33
3310,14,999,3310,1709859306,1709859600,11.4,finished,4.89
3311,14,1010,3311,1709859340,1709859600,51.3,finished,4.33
3312,14,1014,3312,1709859312,1709859600,38.6,finished,4.79
3313,14,1017,3313,1709859479,1709859600,55.9,finished,2.01
3314,14,1027,3314,1709859385,1709859600,13.6,finished,3.57
3315,14,1034,3315,1709859395,1709859600,12.3,finished,3.41
3316,14,1039,3316,1709859414,1709859600,54.0,finished,3.09
3317,14,1043,3317,1709859497,1709859600,33.7,finished,1.7
3318,14,1060,3318,1709859449,1709859600,49.2,finished,2.51
3319,14,1062,3319,1709859463,1709859600,46.0,finished,2.27
3320,14,1068,3320,1709859383,1709859600,61.4,finished,3.61
3321,14,1071,3321,1709859392,1709859600,25.0,finished,3.46
3322,14,1082,3322,1709859302,1709859600,24.4,finished,4.95
3323,14,1087,3323,1709859376,1709859600,53.8,finished,3.72
3324,14,1088,3324,1709859403,1709859600,40.6,finished,3.27
3325,14,1092,3325,1709859425,1709859600,31.5,finished,2.9
3326,14,1104,3326,1709859477,1709859600,50.8,finished,2.04
3327,14,1113,3327,1709859407,1709859600,39.0,finished,3.21
3328,14,1118,3328,1709859459,1709859600,55.2,finished,2.34
3329,14,1128,3329,1709859448,1709859600,39.0,finished,2.52
3330,14,1129,3330,1709859315,1709859600,43.9,finished,4.74
3331,14,1134,3331,1709859500,1709859600,29.9,finished,1.66
3332,14,1152,3332,1709859325,1709859600,20.9,finished,4.57
3333,14,1166,3333,1709859313,1709859600,21.4,finished,4.78
3334,14,1167,3334,1709859497,1709859600,30.8,finished,1.71
3335,14,1169,3335,1709859510,1709859600,51.0,finished,1.5
3336,14,1188,3336,1709859519,1709859600,1.9,finished,1.34
3337,14,1212,3337,1709859468,1709859600,28.3,finished,2.18
3338,14,1238,3338,1709859508,1709859600,54.6,finished,1.53
3339,14,1250,3339,1709859481,1709859600,41.4,finished,1.98
3340,14,1257,3340,1709859312,1709859600,49.5,finished,4.79
3341,14,1258,3341,1709859517,1709859600,50.5,finished,1.38
3342,14,1266,3342,1709859444,1709859600,46.6,finished,2.58
3343,14,1268,3343,1709859388,1709859600,32.6,finished,3.53
3344,14,1271,3344,1709859498,1709859600,13.1,finished,1.69
3345,14,1320,3345,1709859492,1709859600,4.1,finished,1.8
3346,14,1334,3346,1709859440,1709859600,15.9,finished,2.66
3347,14,1336,3347,1709859375,1709859600,22.3,finished,3.74
3348,14,1339,3348,1709859433,1709859600,26.6,finished,2.77
3349,14,1342,3349,1709859448,1709859600,33.1,finished,2.52
3350,14,1346,3350,1709859448,1709859600,46.1,finished,2.52
3351,14,1347,3351,1709859423,1709859600,74.4,finished,2.94
3352,14,1355,3352,1709859533,1709859600,13.6,finished,1.11
3353,14,1366,3353,1709859349,1709859600,66.2,finished,4.17
3354,14,1372,3354,1709859480,1709859600,26.3,finished,2.0
3355,14,1377,3355,1709859510,1709859600,45.3,finished,1.5
3356,14,1378,3356,1709859389,1709859600,32.6,finished,3.5
3357,14,1385,3357,1709859523,1709859600,16.6,finished,1.28
3358,14,1400,3358,1709859395,1709859600,73.9,finished,3.41
3359,14,1412,3359,1709859327,1709859600,18.5,finished,4.54
3360,14,1413,3360,1709859428,1709859600,52.9,finished,2.85
3361,14,1420,3361,1709859333,1709859600,16.5,finished,4.45
3362,14,1430,3362,1709859507,1709859600,57.1,finished,1.55
3363,14,1439,3363,1709859486,1709859600,30.0,finished,1.9
3364,14,1447,3364,1709859513,1709859600,23.2,finished,1.45
3365,14,1453,3365,1709859435,1709859600,39.2,finished,2.75
3366,14,1454,3366,1709859341,1709859600,29.3,finished,4.31
3367,14,1465,3367,1709859370,1709859600,51.0,finished,3.82
3368,14,1471,3368,1709859537,1709859600,25.5,finished,1.03
3369,14,1478,3369,1709859359,1709859600,47.8,finished,4.01
3370,14,1487,3370,1709859467,1709859600,20.7,finished,2.2
3371,14,1492,3371,1709859399,1709859600,37.9,finished,3.34
3372,14,1495,3372,1709859476,1709859600,81.6,finished,2.05
3373,14,1518,3373,1709859456,1709859600,23.7,finished,2.4
3374,14,1543,3374,1709859359,1709859600,80.0,finished,4.01
3375,14,1550,3375,1709859479,1709859600,39.9,finished,2.0
3376,14,1562,3376,1709859510,1709859600,29.6,finished,1.49
3377,14,1563,3377,1709859390,1709859600,20.0,finished,3.48
3378,14,1564,3378,1709859447,1709859600,19.4,finished,2.54
3379,14,1577,3379,1709859465,1709859600,43.4,finished,2.24
3380,14,1578,3380,1709859365,1709859600,28.4,finished,3.91
3381,14,1600,3381,1709859370,1709859600,54.7,finished,3.83
3382,14,1607,3382,1709859333,1709859600,20.0,finished,4.44
3383,14,1626,3383,1709859492,1709859600,75.6,finished,1.79
3384,14,1632,3384,1709859469,1709859600,14.1,finished,2.17
3385,14,1648,3385,1709859480,1709859600,37.1,finished,1.98
3386,14,1651,3386,1709859491,1709859600,75.2,finished,1.82
3387,14,1675,3387,1709859429,1709859600,55.3,finished,2.85
3388,14,1676,3388,1709859315,1709859600,18.9,finished,4.74
3389,14,1677,3389,1709859458,1709859600,63.9,finished,2.36
3390,14,1700,3390,1709859490,1709859600,32.3,finished,1.83
3391,14,1714,3391,1709859303,1709859600,6.8,finished,4.93
3392,14,1715,3392,1709859342,1709859600,90.1,finished,4.29
3393,14,1720,3393,1709859374,1709859600,45.3,finished,3.77
3394,14,1727,3394,1709859309,1709859600,43.8,finished,4.85
3395,14,1744,3395,1709859438,1709859600,22.6,finished,2.7
3396,14,1758,3396,1709859366,1709859600,24.7,finished,3.89
3397,14,1759,3397,1709859319,1709859600,36.2,finished,4.67
3398,14,1767,3398,1709859435,1709859600,6.1,finished,2.75
3399,14,1777,3399,1709859530,1709859600,44.6,finished,1.15
3400,14,1802,3400,1709859425,1709859600,55.1,finished,2.91
3401,14,1829,3401,1709859338,1709859600,22.6,finished,4.37
3402,14,1854,3402,1709859443,1709859600,36.2,finished,2.61
3403,14,1862,3403,1709859329,1709859600,37.5,finished,4.51
3404,14,1867,3404,1709859468,1709859600,23.0,finished,2.19
3405,14,1870,3405,1709859316,1709859600,3.9,finished,4.73
3406,14,1884,3406,1709859504,1709859600,35.0,finished,1.59
3407,14,1910,3407,1709859490,1709859600,4.8,finished,1.82
3408,14,1920,3408,1709859363,1709859600,13.8,finished,3.95
3409,14,1934,3409,1709859492,1709859600,22.0,finished,1.79
3410,14,1951,3410,1709859433,1709859600,22.5,finished,2.78
3411,14,1959,3411,1709859410,1709859600,44.3,finished,3.15
3412,14,1960,3412,1709859535,1709859600,49.8,finished,1.07
3413,14,1961,3413,1709859389,1709859600,60.0,finished,3.51
3414,14,1965,3414,1709859447,1709859600,51.6,finished,2.54
3415,14,1978,3415,1709859514,1709859600,50.4,finished,1.42
3416,14,1979,3416,1709859339,1709859600,45.2,finished,4.33
3417,14,1983,3417,1709859433,1709859600,40.1,finished,2.78
3418,14,1992,3418,1709859316,1709859600,37.4,finished,4.72
3419,15,13,3419,1709769423,1709769600,41.6,finished,2.94
3420,15,19,3420,1709769336,1709769600,34.5,finished,4.39
3421,15,24,3421,1709769509,1709769600,37.5,finished,1.51
3422,15,34,3422,1709769532,1709769600,89.3,finished,1.13
3423,15,40,3423,1709769372,1709769600,32.4,finished,3.79
3424,15,45,3424,1709769527,1709769600,42.5,finished,1.21
3425,15,53,3425,1709769309,1709769600,41.0,finished,4.84
3426,15,55,3426,1709769383,1709769600,46.6,finished,3.61
3427,15,58,3427,1709769453,1709769600,56.9,finished,2.45
3428,15,73,3428,1709769482,1709769600,8.3,finished,1.95
3429,15,83,3429,1709769424,1709769600,35.0,finished,2.93
3430,15,95,3430,1709769446,1709769600,38.8,finished,2.56
3431,15,96,3431,1709769311,1709769600,57.2,finished,4.81
3432,15,113,3432,1709769426,1709769600,49.8,finished,2.89
3433,15,116,3433,1709769471,1709769600,11.0,finished,2.14
3434,15,118,3434,1709769402,1709769600,20.2,finished,3.29
3435,15,135,3435,1709769452,1709769600,78.5,finished,2.46
3436,15,139,3436,1709769395,1709769600,57.7,finished,3.4
3437,15,151,3437,1709769369,1709769600,48.1,finished,3.84
3438,15,186,3438,1709769325,1709769600,30.8,finished,4.58
3439,15,189,3439,1709769452,1709769600,59.2,finished,2.45
3440,15,194,3440,1709769489,1709769600,39.6,finished,1.84
3441,15,202,3441,1709769484,1709769600,19.6,finished,1.93
3442,15,214,3442,1709769523,1709769600,47.2,finished,1.27
3443,15,235,3443,1709769502,1709769600,35.3,finished,1.62
3444,15,241,3444,1709769509,1709769600,67.7,finished,1.5
3445,15,252,3445,1709769384,1709769600,13.8,finished,3.6
3446,15,257,3446,1709769339,1709769600,26.2,finished,4.34
3447,15,295,3447,1709769416,1709769600,53.8,finished,3.05
3448,15,296,3448,1709769398,1709769600,17.3,finished,3.35
3449,15,298,3449,1709769312,1709769600,27.9,finished,4.79
3450,15,300,3450,1709769416,1709769600,30.8,finished,3.06
3451,15,301,3451,1709769397,1709769600,39.3,finished,3.38
3452,15,320,3452,1709769324,1709769600,50.3,finished,4.59
3453,15,333,3453,1709769343,1709769600,39.9,finished,4.27
3454,15,345,3454,1709769394,1709769600,43.3,finished,3.43
3455,15,357,3455,1709769476,1709769600,37.3,finished,2.05
3456,15,358,3456,1709769459,1709769600,50.1,finished,2.35
3457,15,359,3457,1709769396,1709769600,81.4,finished,3.39
3458,15,370,3458,1709769354,1709769600,28.0,finished,4.08
3459,15,380,3459,1709769398,1709769600,43.8,finished,3.36
3460,15,382,3460,1709769456,1709769600,21.0,finished,2.39
3461,15,383,3461,1709769476,1709769600,68.8,finished,2.05
3462,15,397,3462,1709769365,1709769600,38.7,finished,3.9
3463,15,403,3463,1709769479,1709769600,56.7,finished,2.01
3464,15,406,3464,1709769326,1709769600,20.5,finished,4.56
3465,15,408,3465,1709769506,1709769600,50.1,finished,1.56
3466,15,411,3466,1709769300,1709769600,39.6,finished,4.99
3467,15,412,3467,1709769472,1709769600,30.3,finished,2.12
3468,15,418,3468,1709769411,1709769600,42.0,finished,3.15
3469,15,420,3469,1709769365,1709769600,20.0,finished,3.91
3470,15,430,3470,1709769490,1709769600,29.5,finished,1.82
3471,15,432,3471,1709769431,1709769600,42.4,finished,2.81
3472,15,439,3472,1709769351,1709769600,37.9,finished,4.15
3473,15,447,3473,1709769529,1709769600,30.4,finished,1.17
3474,15,450,3474,1709769461,1709769600,34.4,finished,2.31
3475,15,453,3475,1709769538,1709769600,58.8,finished,1.03
3476,15,459,3476,1709769425,1709769600,58.0,finished,2.91
3477,15,460,3477,1709769444,1709769600,57.3,finished,2.6
3478,15,466,3478,1709769445,1709769600,60.0,finished,2.57
3479,15,470,3479,1709769432,1709769600,61.3,finished,2.79
3480,15,501,3480,1709769310,1709769600,32.8,finished,4.83
3481,15,506,3481,1709769365,1709769600,27.5,finished,3.9
3482,15,531,3482,1709769537,1709769600,71.4,finished,1.04
3483,15,544,3483,1709769360,1709769600,24.7,finished,3.99
3484,15,554,3484,1709769394,1709769600,16.8,finished,3.43
3485,15,572,3485,1709769301,1709769600,47.8,finished,4.98
3486,15,591,3486,1709769409,1709769600,16.9,finished,3.18
3487,15,599,3487,1709769461,1709769600,10.9,finished,2.3
3488,15,617,3488,1709769403,1709769600,33.5,finished,3.28
3489,15,634,3489,1709769418,1709769600,54.2,finished,3.02
3490,15,640,3490,1709769426,1709769600,26.6,finished,2.89
3491,15,646,3491,1709769330,1709769600,3.8,finished,4.5
3492,15,657,3492,1709769462,1709769600,29.8,finished,2.29
3493,15,661,3493,1709769527,1709769600,68.1,finished,1.21
3494,15,662,3494,1709769353,1709769600,40.0,finished,4.11
3495,15,665,3495,1709769378,1709769600,51.9,finished,3.69
3496,15,668,3496,1709769417,1709769600,18.9,finished,3.04
3497,15,675,3497,1709769465,1709769600,65.9,finished,2.23
3498,15,688,3498,1709769378,1709769600,53.7,finished,3.7
3499,15,704,3499,1709769517,1709769600,15.9,finished,1.37
3500,15,713,3500,1709769385,1709769600,39.2,finished,3.58
3501,15,715,3501,1709769380,1709769600,27.2,finished,3.66
3502,15,724,3502,1709769308,1709769600,22.5,finished,4.85
3503,15,749,3503,1709769524,1709769600,45.0,finished,1.25
3504,15,750,3504,1709769320,1709769600,37.8,finished,4.65
3505,15,758,3505,1709769538,1709769600,15.2,finished,1.03
3506,15,761,3506,1709769467,1709769600,72.6,finished,2.2
3507,15,774,3507,1709769423,1709769600,36.3,finished,2.95
3508,15,789,3508,1709769376,1709769600,26.2,finished,3.73
3509,15,810,3509,1709769368,1709769600,15.4,finished,3.86
3510,15,824,3510,1709769405,1709769600,51.2,finished,3.24
3511,15,838,3511,1709769356,1709769600,4.1,finished,4.06
3512,15,863,3512,1709769307,1709769600,55.6,finished,4.88
3513,15,867,3513,1709769376,1709769600,24.0,finished,3.73
3514,15,871,3514,1709769499,1709769600,36.5,finished,1.67
3515,15,902,3515,1709769350,1709769600,57.6,finished,4.15
3516,15,915,3516,1709769400,1709769600,22.7,finished,3.32
3517,15,930,3517,1709769301,1709769600,75.9,finished,4.98
3518,15,942,3518,1709769527,1709769600,61.5,finished,1.22
3519,15,965,3519,1709769311,1709769600,13.2,finished,4.8
3520,15,976,3520,1709769410,1709769600,50.7,finished,3.16
3521,15,977,3521,1709769528,1709769600,63.9,finished,1.19
3522,15,979,3522,1709769503,1709769600,84.0,finished,1.6
3523,15,982,3523,1709769450,1709769600,18.3,finished,2.49
3524,15,995,3524,1709769473,1709769600,28.5,finished,2.11
3525,15,1007,3525,1709769391,1709769600,24.4,finished,3.48
3526,15,1010,3526,1709769517,1709769600,74.0,finished,1.38
3527,15,1014,3527,1709769374,1709769600,27.5,finished,3.76
3528,15,1017,3528,1709769327,1709769600,49.7,finished,4.55
3529,15,1027,3529,1709769483,1709769600,32.8,finished,1.95
3530,15,1039,3530,1709769324,1709769600,58.4,finished,4.59
3531,15,1043,3531,1709769405,1709769600,51.1,finished,3.24
3532,15,1044,3532,1709769393,1709769600,27.1,finished,3.43
3533,15,1051,3533,1709769371,1709769600,49.9,finished,3.8
3534,15,1057,3534,1709769309,1709769600,22.2,finished,4.84
3535,15,1060,3535,1709769464,1709769600,54.0,finished,2.27
3536,15,1068,3536,1709769326,1709769600,26.4,finished,4.55
3537,15,1079,3537,1709769475,1709769600,52.3,finished,2.08
3538,15,1082,3538,1709769519,1709769600,21.8,finished,1.34
3539,15,1086,3539,1709769472,1709769600,41.1,finished,2.13
3540,15,1088,3540,1709769481,1709769600,27.4,finished,1.98
3541,15,1104,3541,1709769393,1709769600,55.1,finished,3.44
3542,15,1109,3542,1709769539,1709769600,37.2,finished,1.0
3543,15,1118,3543,1709769426,1709769600,18.3,finished,2.9
3544,15,1128,3544,1709769363,1709769600,32.7,finished,3.94
3545,15,1129,3545,1709769453,1709769600,68.4,finished,2.44
3546,15,1134,3546,1709769323,1709769600,25.5,finished,4.61
3547,15,1144,3547,1709769334,1709769600,45.9,finished,4.43
3548,15,1152,3548,1709769445,1709769600,35.2,finished,2.58
3549,15,1166,3549,1709769514,1709769600,43.1,finished,1.42
3550,15,1167,3550,1709769312,1709769600,29.2,finished,4.79
3551,15,1169,3551,1709769303,1709769600,10.8,finished,4.94
3552,15,1190,3552,1709769417,1709769600,54.1,finished,3.03
3553,15,1193,3553,1709769418,1709769600,25.0,finished,3.03
3554,15,1200,3554,1709769354,1709769600,55.9,finished,4.09
3555,15,1207,3555,1709769381,1709769600,56.5,finished,3.64
3556,15,1212,3556,1709769413,1709769600,9.4,finished,3.11
3557,15,1238,3557,1709769475,1709769600,85.2,finished,2.08
3558,15,1241,3558,1709769334,1709769600,21.4,finished,4.43
3559,15,1258,3559,1709769517,1709769600,50.2,finished,1.37
3560,15,1266,3560,1709769326,1709769600,36.1,finished,4.56
3561,15,1271,3561,1709769455,1709769600,10.0,finished,2.4
3562,15,1279,3562,1709769485,1709769600,7.1,finished,1.9
3563,15,1306,3563,1709769449,1709769600,24.1,finished,2.51
3564,15,1320,3564,1709769318,1709769600,21.5,finished,4.7
3565,15,1331,3565,1709769370,1709769600,30.9,finished,3.83
3566,15,1342,3566,1709769398,1709769600,39.6,finished,3.36
3567,15,1346,3567,1709769305,1709769600,54.9,finished,4.92
3568,15,1347,3568,1709769305,1709769600,79.6,finished,4.9
3569,15,1351,3569,1709769352,1709769600,53.0,finished,4.13
3570,15,1355,3570,1709769529,1709769600,16.9,finished,1.17
3571,15,1366,3571,1709769438,1709769600,56.7,finished,2.7
3572,15,1372,3572,1709769413,1709769600,7.1,finished,3.12
3573,15,1385,3573,1709769465,1709769600,23.2,finished,2.24
3574,15,1387,3574,1709769375,1709769600,58.7,finished,3.75
3575,15,1400,3575,1709769513,1709769600,80.0,finished,1.45
3576,15,1412,3576,1709769472,1709769600,23.3,finished,2.12
3577,15,1413,3577,1709769397,1709769600,39.3,finished,3.38
3578,15,1419,3578,1709769427,1709769600,21.5,finished,2.87
3579,15,1420,3579,1709769312,1709769600,16.7,finished,4.79
3580,15,1430,3580,1709769325,1709769600,52.6,finished,4.58
3581,15,1432,3581,1709769415,1709769600,54.3,finished,3.07
3582,15,1439,3582,1709769459,1709769600,17.8,finished,2.34
3583,15,1447,3583,1709769459,1709769600,44.4,finished,2.34
3584,15,1453,3584,1709769539,1709769600,11.8,finished,1.02
3585,15,1459,3585,1709769435,1709769600,23.8,finished,2.75
3586,15,1465,3586,1709769402,1709769600,41.6,finished,3.3
3587,15,1466,3587,1709769503,1709769600,42.3,finished,1.61
3588,15,1469,3588,1709769486,1709769600,46.5,finished,1.89
3589,15,1489,3589,1709769515,1709769600,19.3,finished,1.41
3590,15,1492,3590,1709769327,1709769600,57.1,finished,4.54
3591,15,1495,3591,1709769487,1709769600,59.9,finished,1.88
3592,15,1500,3592,1709769463,1709769600,39.9,finished,2.28
3593,15,1518,3593,1709769396,1709769600,56.3,finished,3.39
3594,15,1543,3594,1709769349,1709769600,68.1,finished,4.18
3595,15,1550,3595,1709769319,1709769600,84.9,finished,4.68
3596,15,1553,3596,1709769423,1709769600,35.2,finished,2.95
3597,15,1562,3597,1709769494,1709769600,35.7,finished,1.76
3598,15,1563,3598,1709769450,1709769600,23.7,finished,2.5
3599,15,1577,3599,1709769414,1709769600,26.0,finished,3.08
3600,15,1578,3600,1709769329,1709769600,47.1,finished,4.52
3601,15,1600,3601,1709769316,1709769600,65.0,finished,4.72
3602,15,1619,3602,1709769334,1709769600,33.5,finished,4.43
3603,15,1626,3603,1709769303,1709769600,13.0,finished,4.94
3604,15,1632,3604,1709769416,1709769600,17.5,finished,3.06
3605,15,1641,3605,1709769347,1709769600,52.0,finished,4.2
3606,15,1648,3606,1709769444,1709769600,64.6,finished,2.6
3607,15,1649,3607,1709769420,1709769600,41.2,finished,2.99
3608,15,1651,3608,1709769371,1709769600,91.5,finished,3.81
3609,15,1673,3609,1709769311,1709769600,52.5,finished,4.81
3610,15,1675,3610,1709769375,1709769600,42.7,finished,3.74
3611,15,1677,3611,1709769368,1709769600,60.9,finished,3.87
3612,15,1699,3612,1709769334,1709769600,24.8,finished,4.43
